Abraham	Abrahám
sto	Stoy,set,oko,sát,zet,stoik,cé,ovce,vát,vně,Stin,dé,Ota,oj,Nat,Stone,snout,seno,Inuit,Poe,Sup,čin,záře,out,kov,Vey,půst,Sova,sova,antika,Antily,dout,sekce,Zita,čaj,pot,dno,sít,deka,sen,Sovík,zajíc,nový,zívat,zátka,kost,stonat,dock,ovoce,zout,scout,vina,Kováč,sud,dík,Zeus,necky,dna,tele,stonek,víko,zeť,iks,jíní,skin,inovovat,Oset
stoik	Stoy,sto
stolit	stolice
stonat	Stone,stonek
stonek	Stone,stonat
stop	stopa
stopa	stop,Stupa
stoupat	stoupit,vstoupat
stoupit	dostoupit
stroj	strojit
strojit	stroj
strouhat	vystrouhat
struha	ostruha
struk	stručný,strok
strýc	stréc
stud	studit,studovat,studený,Studený,Studnář,Stoy,Studénka,stádo
studit	stud,Studený,studený
studovat	stud
styl	Tyl,stůl
stát	statovat,dostat
stát	statovat,dostat,ostat,statika,stáj
stát	statovat,dostat,ostat,statika,stáj
stáž	stážovat
stážovat	stáž
stéblo	estébé
stín	Stin
stěhovat	stěhovák
stěna	stínat,stín
střecha	echo
střed	středit
střihat	nastřihat,dostřihat,vostříhat,zastřihat,odstřihat,přistřihat
stříbro	stříbřit
stříhnout	ustříhnout,nastříhnout,dostříhnout
stůl	stolice,Soul,stolit,styl
subvence	subvencovat
suchý	Suchan,suchozemský,Suša
sud	osud,soda,Sudek
suk	sok
sulc	Sula
suma	sumec
supat	zupat
supět	pět,zpět
surf	surfovat
svat	Svatý,svatý,sval,seno
svatý	svat
svině	Sviny
svor	svora
svora	svor
svrbit	svrbět
svrbět	svrbit
svítit	světnice,svět
svědek	svědit,svědět
svědit	svědět
svět	světnice,svítit,zásvětí,Osvětim,zásvětný,zesvětovět,svitek
swing	swingovat
systém	systémák,ekosystém
sálat	salát
sát	set,saně,sto,sít,seno
série	síra,sýr,Sýrie,user
síci	sít,seno,siena,sítina
síla	osel,silt,sít
síra	sirý,série,Usir
sít	sítina,síť,vyosit,set,sivý,síci,Oset,sát,seno
síť	sít,sítina
sólo	solnice
sýr	Sýrie,Srp,srp,série,síra
sůl	vůl,půl,kůl,důl,Soul,nový,sál,Nat,vůle,nikl,znatel,olovo,Ulč,oj,stůl,Novák,Nosál,lov,solnice,sulc,ovál,vně,necky,spool,cé,Nos,nos,dole,ovoce,Nil,Sup,lůj,podzol,Doyle,Zola,Nick,ovce,sova,Sova,přesný,Sula,rosol,čin,zlý,nit,sonet,Poe,sokl,rozkol,kolo,Don,vůně,přísný,sokol,znít,půst,osel,styl,Val,Ola,síci,Olina,Zvol,válka,nést,sonáta,Pozník,dock,eses,vset,příst,znát,dé,vosa,čina,osa,ulice,sto,jíl,pot,oko,vát,sval,vole,čokl,zajíc,Loos,psát,vosk,olše,dna,deal,zen,pole,poník,sólo,Onan,unie,lísa,zátka,sát,oliva,Oliva,sunout,záře,sít,snout,pouť,síla,Sovík,ničit,los,lnout,Zlín,Antal,přední,kilo,dno,sekce,Válek,otec,zlovůle,op,Lojza
taj	tajný
tajemný	tajemnůstkář
tajný	taj
tam	atom,tým,taxi,Tamana,Tamil
tanec	tank
tank	tanout,tanec
tanout	tank
tavit	zotavit
technika	techno,zootechnika,ztechničtit,ztechničtět
techno	technika
teismus	ateismus
tele	Telč,cé,otec,telit,teč
tenze	tenký,Tennant,ztenknout,tendovat,teze,tknout,Tien,vztek,potence,nota,vytkat,otec,recenze,cenzus,Telč,týn,penze,notit,tele,vytentovat,tenis,Atény,Novotný,tečka,tenor,tejp,antitéza,potentovat,pytel,tnout,notář,teta,přenýtovat,nýt,nýt,Teka,tanout,Vsetín,odtínat,teč,Tanzanie,osten,tér,potkat,tendr,ztížet,zen,podtínat,řetěz,téci
tep	otep
teplý	Teplice
terapie	bioterapie,arteterapie,socioterapie,terej
termika	termit
teror	teriér
teta	tetovat
tetelit	telit
text	textil
teč	tečka
tečka	Teka,teč
tichý	Tichák
tip	tiper
titan	Titán
tknout	tkát,otec,Tennant,Telč,tnout,Atény,potkat,tele,vytkat,tenký,téci,zatkat
tkát	tknout,vytkat,potkat
tleskat	otleskat
tma	téma
tmívat	vytmívat,tmět,tým,tmel
tnout	tanout
tonus	tonout
totální	totál
touha	tuha,stuha
trafika	trafikařit
trakce	trakt
trakt	trakce
trasa	trasovat
trest	trek
trh	Trhovky
trik	triko
trio	triko
trivium	trio,trim,triko
trn	Trnka
trocha	trokar
tropy	trojka,Troy,trojice,troup,tropit,trojčit,trudit,trůn,trust,trať,trouba,tratit,Troják,strop,trápit,tráva,trio,truc,trapovat,trakt,Trojan,Trója,Třinec,traper,triko,trám,travař
trsat	otrsat
tráva	travař,trávit,trať
tu	Tutu,tuk,tutový,tuna,Votus,out,tnout,Tuvin,tur,rtuť,Ota,tuš,attika
tuha	tuhý
tuhý	tuha
tuk	tu,Tutu,tutový
tuna	tuňák,tung,Tula,Tutu,tutový,tunel,Tunis,tu,tuk,Kotula,tonout,třítuna,Tunguz
tunel	tunelit
turismus	naturismus
turner	turnér
tušit	tuš
tvar	tvářit,tvárný,tvářet
tvaroh	tvarohář
tvářet	tvářit
tvářit	tvářet
tykev	tykat,tyknout
tyrolsko	Tyroly
tyč	tyčit
tyčit	tyč,vytýčit
tát	Tate,táta,Tatar
táta	Tate,tát
téci	otec,tele,teta,Telč,tknout,tkát,Teka,teč,tečka
téma	tma,temovat,teismus
tón	tónika
týkat	tykat
týl	Tyl
týt	týl,týn
tělo	týl,tele
těsný	těsto
těžit	těžký
těžký	těžit
třáseň	třást,třásnit
třást	třáseň,třít,třásnit
tříska	třískat
třískat	třeskat
třít	Třinec,vatřit,třást
ubohý	bůh
ucho	doch,echo,cech,nach,ochočit,ušař,chovat,uchvátit,záducha,Ota,otec,Chotkov,učit,ochotničit,ořech,cé
udit	udice
udomácnět	udomácnit
uhel	úhel
uhášet	zhášet
ujec	zajíc,oj
uklihnout	zklihnout
ukládat	dokládat
ulejt	vylejt
um	zem,dům,ovce,ujec,přímo,přesný,vně,oj,Poe,Mikes,Nat,Vey,Sum,Oset,eses,rým,záře,antika,Rom,Osetie,cé,oves,pod,dým,dýně,Ota,půst,set,Řek,necky,meč,přední,nový,vát,míč,čin,nos,Nos,unie
unie	unita,uniat,nový
unita	unie
upravdit	zpravdit
upřádat	opřádat,zapřádat,dopřádat,vypřádat
urin	Uran,Uriáš
uryšit	urýšit
urýšit	uryšit
uspíšit	pospíšit
ustříhnout	stříhnout,nastříhnout
utilita	utilitář
utilitarismus	utilitarianismus
utopie	atopie,otop
uvadat	ovadat
uvrtit	dovrtit,rozvrtit,povrtit,vrtět
uvykat	vykat
uvědomit	zvědomit
uzda	půda,záda
uzel	uzelník,uzenář,zelí,znatel,zen,podlý,Doyle,udice,podél,pot,zlý,zajíc,ujec,udit,cé,osel,zívat,uvozovat,zet,pole,Vlk,vlk,zenit,týn,Antily,ovce,pozice,nota,provoz,Zábel,Yale,ovál,týl,zelina,Zelina,Onan,uzda,vně,nový,záře,uzlovatý,přítel,Poe,lozit,oj,Ota,dole,půl,jíl,Ulč,polní,čin,zelený,Nat,otec,učit
uzelník	uzel,zelí,zelený,uzenář,Zelina,zelina,zkouzelnit,zkouzelnět,udice,zenit,Zelenkov,Ela,osel,nádeník,zívat,udit,pozice,Slovensko,lnout,oslnit,vlk,Vlk,vlna,zajíc,zen,vazelina,cé,Antily,alt,ujec,nazála,delta,pot,ovce,podél,Eliot,klozet,podnáčelník,dolňák,polní,svízel,póvlizovat,Pozník,Zola,vně,iluze,glie,podělkovat,uvozovat,ven,clo,Zdeněk,zálik,podlý,zalíknout,znatel,Doyle,novela,Pondělík,Vey,Ota,Slanec,předek,provoz,zolovnět,Slovan,uzda,senilní,Lenin,len,deka,pozitivní,zet,Yale,antika,zinzat,přilicovat,dekl,sliz,Poe,relé,Provázek,lázeň,Onan,solnice,cizelovat,zlý,donace,zavazet,Powell,zátinek,nota,Inuit
uzlit	zauzlit
učit	čít,čin,učitelík
ušedat	zšedat
ušklíbat	ošklíbat,zašklíbat
užrat	požrat
vachta	vachtat,vachtař
vagant	vagantit
vagantit	vagant
valit	Valina,Val
vana	vanad
vanad	vana
var	várka,Avar,Jar,varovat,výr,tovar,rozvářet,Nara,vor
varhanět	varhanit
variance	varianta
varta	vartovat
vata	vát
vdova	vdovit
vdychat	vdýchat
vdýchat	vdychat
vedrat	Vedra
vegetit	vegetář,vegetovat
vegetovat	vegetář,vegetit
vejce	vejl,Vey,vějice,ven,víjet,výt,věno,vejr,veto
velký	Velen,Vela,veličit,velet,víla
ven	Vey
ventilovat	ventil
verbum	verbovat,baryum,bomba,verbena
ves	oves,vést
veta	veto
vetchý	vetkat
veto	veta
veš	veka,ves,Leš,Valeš,Aleš,jíška,Aš,veteš,Vitiš,Záviš,číš,veksl
vichr	vichřit
vichřit	rozvichřit
vidět	video
vietnamka	Vietnam
vina	Vína
viola	violina
vir	víra
viset	visatý,visnout,visovat,visitovat
vize	Vizovice,vizír,vizita,vizáž,video
vkotoulet	zakotoulet
vlas	Vlasov,vlasař
vlekat	vlékat
vlhat	provlhat,zavlhat
vlk	vlčit
vládný	vovládnout,vládat,Vladík,Vlám
vláha	vlažný,vlažit
vlákno	vláknit
vlčet	vlčit
vně	vát,Nat,oj,ovce,půst,Vey,Poe,nový,vůně,zvát,zvát,pot,op,přesný,Sup,jíní,sto,cé,zet,necky,příst,zlý,vana,přední,přít,ujec,vlk,Vlk,Novák,čin,zajíc,zout,zen,záře,Vaník,řvát,nést,nit,dé,Antily,Vaněk,Nick,out,psát,víko,dýně,vset,dna,Ob,voj,pravý,jiný,Ota,ven,vina,vosa,pod,růst,vosk,set,příčit,zívat,přát,Telč,oko,dno,um,rvát,tele,pop,Pop,Ulč,prvý,prát,věno,snout,různý,dout,prostý
vochle	vochlovat
voda	Vodák,vodovod,vodnář,vojvoda,vývoda,vodničit
voj	vojna
vojevoda	vojevodit
vojvoda	vojvodit,vejvoda
vole	vůle,volný,vůl,Volta,zlovůle
volný	vole,vůle,vilný,volat,volenec,Volta,zlovůle,vůl,volit,navolňovat,Vont,Zvol,olovo,rozvolnit
vosa	osa
vozher	uher,Uher,Herder,hever
vpřahat	vpřáhat,přepřahat,vypřahat
vpřáhat	vpřahat
vrah	vražit,otcovrah
vrap	vráp,rap
vraštit	vráštit
vrba	Vrbata
vrhat	vyvrhat,zavrhat,zvrhat,převrhat,povrhat
vrtět	uvrtit,dovrtit,Vrtěl,vyvrtit
vrzat	Vrzák
vrána	Vrana,Vraný
vráp	vrap,vrápat
vráskatět	vráskovatět
vráskovatět	vráskatět
vráštit	vraštit
vsahat	vsáhat
vsout	psout,vsouvnout,vysout,sesout
vsáhat	vsahat
vtip	vtipkař,vtipkařit
vtít	vtínat,vtip,vtírat
vulgární	zvulgárnit,zvulgárnět
vybulat	zbulat,zabulat
vyběsit	zběsit
vybředat	bředat,zabředat
vybříst	Břest,bříza,Březa,březí,břečka,břevno,břit,zabřezat
vychlípit	vychlípět
vydlažit	vydlážit
vydlážit	vydlažit
vydřevit	vydřevnit
vyhlášet	ohlášet
vykat	uvykat
vykolejit	nakolejit
vykotoulet	zakotoulet
vylejt	ulejt
vyplavět	zplavět
vypláchnout	pláchnout
vypolštářit	polštář,zpolštit,zpolštářkovatět,popolštit,zapoletět
vyprahat	vypráhat,zprahat
vyprdelit	odprdelit
vyprostit	zprostit,zprostit,oprostit
vyprovodit	doprovodit,sprovodit
vypřahat	zapřahat,napřahat,přepřahat,odpřahat,rozpřahat,vpřahat,vyprahat,vzpřahat,připřahat
vypřádat	zapřádat,dopřádat,opřádat
vyslat	zaslat,doslat
vysoký	vysout
vysout	vysouvnout,vsout,sesout
vystrouhat	strouhat
vysychat	vysýchat
vysýchat	vysychat
vyvrhat	vrhat,zvrhat,zavrhat
vyvrtit	zavrtit,navrtit,dovrtit,uvrtit
vyvýšit	převýšit
vyzírat	zírat
vyčouhat	čouhat
vzdor	vzor
vzduch	duch,vzdušnice
vzdušnice	vzdušnit
vzdušnit	vzdušnice
vzdušnět	vzdušnit
vzdýmat	zdýmat
vzor	vzdor,pozor,dozor
vzorkař	vzorkář
vzorkář	vzorkař
vzpřahat	vypřahat
vzrůst	Zrůst
vzít	zívat,příst,zíta,zet,přít,psát,zen,zátka,vzácný,příčit,půst,Zita,Zdíkov,vůně,přední,dít
váha	váhař,Váh
válka	Val,Válek,valkovat,Vala,Valina,valit,Valeč,valník,ovál,vana,valčík,Vaník,Vaněk,vát,vůl,vně,vůle,vanila,Yale
vát	vně,rvát,vata,Nat,oj,ovce,vana,zvát,zvát,sto,zet,řvát,půst,vak,Vaník,cé,záře,Vaněk,out,ujec,jíní,nový,víko,Poe,zout
váza	vázat,vazný
vázat	váza
vášeň	vášnit,Vašina,Váša,višeň
vést	ves,véda,veka,vesta,vézt,Vey
víno	Vína,věno,vina
víra	Věra,vir,výr,věrovat,zvírat
vít	větit,veto
vítr	Vít,vít,vitrína,veto,Vetter,věta,veta
výr	Výrov
výt	nýt,nýt
věk	věc,víko
věnec	věnečný
věno	víno,věnec,Vína
věta	větit,větev
větev	věta,větit
věž	věžit
vřed	vředovatý
vřít	zavřít,zřít,přít
vštípit	štípit
vůl	vůle,vole,sůl,Zvol,zlovůle,půl,vůně,volný,válka,kůl,Val,Vont,vonice,ovál,Ulč,lůj,lov,Válek,ovoce,nový,jíl,důl,volit
vůle	vůl,vole,vůně,volný,zlovůle,vonice,Vont,ovoce,Volta,válka,Ulč
vůně	Vont
zabsolutnit	zabsolutnět
zabsolutnět	zabsolutnit
zabstraktnět	zabstraktnit
zabulat	zbulat,vybulat
zabředat	bředat,vybředat
zachrustět	zachrustit
zahltit	zahltnout
zahálet	zahálčit
zajíc	ujec,oj,záře
zakademičtit	zakademičtět
zakademičtět	zakademičtit
zakládat	zakládač
zakládač	zakládat
zakročit	nakročit
zakrvit	zakrvavit
zaktivnět	zaktivnit
zalistit	odlistit
zalykat	zalyknout
zapomínat	pozapomínat,napomínat
zapylit	opylit
zapřahat	vypřahat,napřahat,rozpřahat,přepřahat,připřahat,odpřahat
zapřádat	opřádat,vypřádat,upřádat,dopřádat
zaslat	vyslat,doslat,přeslat,poslat,rozeslat,odeslat,předeslat,slatina,zaslnit,seslat,obeslat
zastehnout	nastehnout
zastřihat	nastřihat
zasychat	zasýchat
zasýchat	zasychat
zatykat	tykat,tyknout,Katyna,přetýkat,týkat,vykat,přivykat,kýkat
zavazadlo	zavazit,zavazet
zavazet	zavazit
zavazit	zavazet
zavlahnout	zavláhnout
zavlhat	navlhat
zavrhat	vrhat,vyvrhat
zavrtit	vyvrtit,navrtit
zavřít	vřít
začít	načít,čít,počít
začít	načít,čít,počít
zbabičkovatět	babičkovatět
zbanálnit	zbanálnět
zbanálnět	zbanálnit
zblbit	zblbět,oblbit
zblbět	zblbit
zbodřet	zbodřit
zbodřit	zbodřet
zbroj	výzbroj
zbulat	vybulat,zabulat
zbídnět	zbídnit
zběsit	vyběsit
zbůst	bé,bdít,bečka,zábnout,bos,bez,půst,Ob,zbočit,Bosna,zem,bit,zbujný,vybičit,bus,bok,zeď,oblý,obec,zdobit,vzít,půda,zub,bát,vně,záboj,zen,zvát,zvát,oj,zbojník,zout,obout,bízet,zívat,Prajz,bída,Uzbek,Ben,býk,Boole,příst,zet,nynat,psát,zlý,probošt,nový,bon,Byzanc,nést,anýz,ryzí,Nat,pot,boj,vbočit,dé,zbídnit,zděř,Bosch,bzdít,bít,příčit,jíní,zeť,poboční,Zubík,zápůjční,Pju,dbát,přímo,dno,jiný,zjízvit,zběsit,Poe,doba,necky,dít,Zdíkov,březí,nýt,nýt,zajíc,zátka,řvát,Joza,přesný,půvab,beat,obdélný,Bond,zbujnit,zbojničit,přít,důstojný,zpyt,příjice,různý,dík,vybříst,déšť,Eben,dítě,obvod
zchvátit	rozchvátit
zcitlivět	rozcitlivět
zcivilnit	zcivilnět
zcivilnět	zcivilnit
zcukernit	zcukernět
zcukernět	zcukernit
zdomácnět	zdomácnit
zdravkat	zdrávkat
zdravět	ozdravět
zdredovatět	dredovatět
zdrobnět	zdrobnit
zdrávkat	zdravkat
zduchovnět	zduchovnit
zduševnit	zduševnět
zduševnět	zduševnit
zdvihat	nazdvihat
zdát	dát
zdýmat	vzdýmat
zdětštět	zdětštit
zdůstojnit	zdůstojnět
zdůstojnět	zdůstojnit
zdůvěrnit	zdůvěrnět
zdůvěrnět	zdůvěrnit
zedrat	rozedrat,zadrat,vedrat,nadrat,sedrat
zelí	zelený,Zelina,zelina
zem	zeď,um
zen	zenit
zesentimentálnit	zesentimentálnět
zesentimentálnět	zesentimentálnit
zesilnit	zesilnět
zesilnět	zesilnit
zesinavět	zsinavět,zasinavět
zeskelnět	zeskelnit
zesklovatět	sklovatět
zeskromnit	zeskromnět
zeskromnět	zeskromnit
zeskrovnit	zeskrovnět
zeskrovnět	zeskrovnit
zeslavnostnět	zeslavnostnit
zesličnět	zesličnit
zeslovanštit	zeslovanštět
zeslovanštět	zeslovanštit
zespolečenštit	zespolečenštět
zespolečenštět	zespolečenštit
zesrat	rozesrat,přesrat
zestraničtět	zestraničtit
zestručnit	zestručnět
zestručnět	zestručnit
zesvátečnit	zesvátečnět
zesvátečnět	zesvátečnit
zesvětačet	zesvětačit
zesvětačit	zesvětačet
zesvětštit	zesvětštět
zesvětštět	zesvětštit
zesyrovatět	zesýrovatět
zesýrovatět	zesyrovatět
zet	zeť
zevropštět	zevropštit
zextenzívnět	zextenzívnit
zezvířečtit	zezvířečtět
zeď	zem,Zedník,dé,pod
zešikmit	sešikmit,zešikmět
zešupinovatět	zešupinkovatět
zeť	zet
zfanfrnit	zfanfrnět
zfanfrnět	zfanfrnit
zhlupit	zhlupět
zhlupět	zhlupit
zhmotnět	zhmotnit
zhorečnit	zhorečnět
zhorečnět	zhorečnit
zhranatit	zhranatět
zhranatět	zhranatit
zhrdinštět	zhrdinštit
zhrubit	zhrubět
zhrubět	zhrubit
zhybnět	zhybnit
zhášet	uhášet
zima	Zimák
zintensivnět	zintensivnit
zintenzívnit	zintenzívnět
zintenzívnět	zintenzívnit
zintimnět	zintimnit
zjařit	rozjařit
zjednostranět	zjednostranit
zjednotvárnit	zjednotvárnět
zjednotvárnět	zjednotvárnit
zklasičtět	zklasičtit
zklihnout	uklihnout
zklihovatět	klihovatět
zkonkrétnět	zkonkrétnit
zkonvenčnit	zkonvenčnět
zkouzelnit	zkouzelnět
zkouzelnět	zkouzelnit
zkrvit	zkrvavit
zkulturnit	zkulturnět
zkulturnět	zkulturnit
zkusit	okusit
zlacinět	zlacinit
zlahodnět	zlahodnit
zlakotnět	zlakotnit
zlatý	zlatět
zlatý	zlatět,zlatničit,zlatinit,látka,lát,láce,lata,zlolát,zlaičtit,vlát
zlednatět	zlidnatět,lednit
zliterárnit	zliterárnět
zliterárnět	zliterárnit
zlogičtit	zlogičtět
zlogičtět	zlogičtit
zludračet	zludračit
zludračit	zludračet
zlyričtit	zlyričtět
zlíbeznit	zlíbeznět
zlíbeznět	zlíbeznit
zlít	zlítit,lít
zlítit	zlít
zlý	podlý,oblý,vně
zmalichernit	zmalichernět
zmalichernět	zmalichernit
zmalit	zmálit
zmalomocnit	zmalomocnět
zmalomocnět	zmalomocnit
zmatnit	zmatnět
zmatnět	zmatnit
zmdlet	omdlet
zmezinárodnět	zmezinárodnit
zmije	Zmij
zmilosrdnět	zmilosrdnit
zmilostnět	zmilostnit
zmléčnit	zmléčnět
zmocnit	zmocnět
zmrzat	rozmrzat
zmrzoutět	zmrzutět
zmrzutět	zmrzoutět
zmužštět	zmužštit
zmálit	zmalit
zmútit	zamútit
změlčet	změlčit
změlčit	změlčet
změšťáčtět	změšťáčtit
znamenat	znamení
znamení	znamenat
zneklidnět	zneklidnit
znemravnit	znemravnět
znemravnět	znemravnit
znepravidelnit	znepravidelnět
znepravidelnět	znepravidelnit
zneprůchodnit	zneprůchodnět
znepříjemnit	znepříjemnět
znepříjemnět	znepříjemnit
znervosnět	znervosnit
zniternit	zniternět
zniternět	zniternit
znoj	znojit,nápoj,zen,znít,Onan,nový
znovudosadit	znovuosadit
znovuosadit	znovudosadit
znádhernit	znádhernět
znádhernět	znádhernit
znáhlit	přenáhlit
znát	znatel,značit,Nat,znít,znavit
znít	nit
zněmit	zněmět
zněmět	zněmit
zněžnit	zněžnět
zněžnět	zněžnit
zobyčejnit	zobyčejnět
zobyčejnět	zobyčejnit
zobčanštět	zobčanštit
zodbornit	zodbornět
zodborničtět	zodborničtit
zoficiálnit	zoficiálnět
zoficiálnět	zoficiálnit
zohebnět	zohebnit
zohyzdnět	zohyzdnit
zoptimalisovat	optimalisovat
zoufat	doufat
zout	out,dout
zparchantět	zparchantit
zpasivnit	zpasivnět
zpasivnět	zpasivnit
zpestřit	pestřit,zpestřet
zpikantnit	zpikantnět
zpikantnět	zpikantnit
zplacatět	zplacatit
zplamenit	zplamenět
zplamenět	zplamenit
zplastičtit	zplastičtět
zplastičtět	zplastičtit
zplavět	vyplavět
zplodnět	zplodnit
zploštit	oploštit
zploštět	oploštět,zploštit
zpodobit	vypodobit
zpodstatnět	zpodstatnit
zpopruhovatět	zpruhovatět
zpopulárnit	zpopulárnět
zpopulárnět	zpopulárnit
zposvátnit	zposvátnět
zposvátnět	zposvátnit
zpovrchnět	zpovrchnit
zpovšechnit	zpovšechnět
zpovšechnět	zpovšechnit
zprahat	vyprahat
zpravdit	upravdit
zpravidelnit	zpravidelnět
zpravidelnět	zpravidelnit
zprimitivnět	zprimitivnit
zprostit	oprostit,vyprostit,sprostit
zprostit	oprostit,vyprostit
zprostonárodnět	zprostonárodnit
zpruhovatět	zpopruhovatět
zpružnit	zpružnět
zpružnět	zpružnit
zprůchodnit	zprůchodnět
zprůchodnět	zprůchodnit
zprůmyslnit	zprůmyslnět,odprůmyslnit
zprůmyslnět	zprůmyslnit
zprůzračnit	zprůzračnět
zprůzračnět	zprůzračnit
zptýlit	rozptýlit
zpychat	zpýchat
zpyt	přírodozpyt,Pju,pytel,pot,vyzuzat,zpívat,půst,Zuza,pnout,zupat,Telč,Zuzák,Zappa,uprat,Nat,nýt,nýt,Úpa,Jut,zpytat,zout,vně,řvát,pat,tele,Updike,teč,oj,Poe,příst,zápůjční,zapovat,přít,Joyce,výt,cé,přát,ujec,rozpárnout,pouť,podlý,op,pec,provoz,pouto,uzda,vytýčit,tečka,půda,zlý,otec
zpýchat	zpychat
zpěknět	zpěknit
zpět	zpětit,pět,opět,supět,zpětvzít,zpívat
zpřístupnit	zpřístupnět
zpřístupnět	zpřístupnit
zpřítomnět	zpřítomnit
zpřízvučnit	zpřízvučnět
zpříšernět	zpříšernit
způvabnět	způvabnit
zrabiátnět	zrabiátnit
zradostnit	zradostnět
zradostnět	rozradostnět,zradostnit
zrealističtit	zrealističtět
zrealističtět	zrealističtit
zreorganisovat	reorganisovat
zresonovat	rozresonovat
zreálnit	zreálnět
zreálnět	zreálnit
zrno	zrnit
zrohatit	zrohatět
zrohatět	zrohatit
zromantičtět	zromantičtit
zrozkošnět	zrozkošnit
zryšavět	ryšavět
zsinavět	zesinavět
ztajemnit	ztajemnět
ztajemnět	ztajemnit
zteatrálnit	zteatrálnět
zteatrálnět	zteatrálnit
ztekutit	ztekutět
ztekutět	ztekutit
zteplit	vyteplit
ztitěrnět	ztitěrnit
ztrojit	roztrojit
ztrpčet	ztrpčit
ztrpčit	roztrpčit
ztrudnět	ztrudnit
zub	Zubík,dub,Kozub,ozubnice
zubožet	zubožit
zuhelnit	zuhelnět
zuhelnět	zuhelnit
zumělečtit	zumělečtět
zumělečtět	zumělečtit
zunkat	zuňkat
zupat	supat
zvedat	nazvedat
zvlhat	vlhat
zvniternit	zvniternět
zvniternět	zvniternit
zvnitřnět	zvnitřnit
zvrhat	vyvrhat,vrhat
zvýraznit	zvýraznět
zvýraznět	zvýraznit
zvýznamnět	zvýznamnit
zvěcnět	zvěcnit
zvědomit	uvědomit
zvěr	zvěř
zvěř	zvěr,zazvěřit
záda	půda
záhoř	záhoří
záhumení	záhumenka
zápas	pas
zásvětí	zásvětný
zázvor	Zázvora
záře	oj
zírat	vyzírat,odzírat
zúrodnět	zúrodnit
zúzkostnit	zúzkostnět
zúzkostnět	zúzkostnit
zřídký	řídký
zřít	pozřít,vřít,dřít
zšedat	ušedat
Ábel	Zábel
Ázerbajdžán	Ázerbájdžán
Ázerbájdžán	Ázerbajdžán
ódium	idiom
úhel	uhel
úhoř	úhořit
úrok	prorok,rok
účet	účel,účes,učit
Čapek	čapíkovat
Čech	Čechov,čecháček,Čechák,čich
Čechák	čecháček
Čeladná	kladný,Kladno,čeleď,základna
Černo	černý,Černov,Černík
Čunek	čuník
Čína	čina
čas	časit,kiks,kos
časomíra	časoměr
čecháček	Čechák
čeka	čekovat,čekat,Čečen,číst,čina,Čekan,čin
čekat	čeka,Čekan
černý	Černo,Černík,Černov
čich	čina,Čech,čin
čihač	Čihák
čin	čina
čina	čin,Čína
čistý	číst
člověk	zčlověčit
čmuchat	dočmuchat
čnít	čnět
čnět	čnít
čouhat	vyčouhat
črtat	načrtat
čtyřnásobek	čtyřnásobit
čurat	očurat
čára	čáry,kára
čáry	čára,čaj
část	častý
číhat	čihač
číslo	česlo
čísnout	pročísnout
číst	čistý,čeka,čít,část,čísnout,číslo,čina,častý,čin,česnek,učit,čekovat
čít	načít,začít,začít,začít,počít
ďábel	ďábelný
Řek	řeka
Řihák	Říhák
Říhák	Řihák
Řím	římsa
řad	řada
řada	řad
řasa	rasa
řehnit	Říha
řeholit	řehol
řeka	Řek,Řečice,řečit
řezat	Řezáč
řečit	Řečice
řvát	rvát
říci	řítit,Řek,řinout,zřít,poříčí,Řečice
římsa	Řím
Šamánek	šaman
Šan	Šanov
Šanov	Šan,šanovat
Šima	Šimák,Šíma
Šimon	Šimoník
Šimůnek	Šimoník
Šiša	šiška,šišatý
Štika	etika
Štětkař	štětkář
Šust	šustit
Šíma	Šima
Šípek	šíp
šance	Šan
šanovat	Šan,Šanov
šat	šaty,šátek
šaty	šat,šátek,šátkař
šašek	Šak
šerm	šerý
šerý	šerm
šikana	Šik,šiknout,šikovný,Ašikaga,Šiša
šikovný	Šik,šiknout
škatule	škatulář
škoda	škodovka,škůdný
škrob	škrobit
šlak	šlakovat
šlapat	Šlapák
šmelc	šmelcovat
šmelcovat	šmelc
šmírařit	šmírař
šohajík	šohaj
špic	špice
špice	špicl
špicl	špice
špígl	špína,špicl
špína	Špina
šrot	šrotit,Šrut
šrotit	šrot
štípit	vštípit
štít	štítit,štět
štítit	štít
štěnice	štěně
štěně	štěnice
štěstí	poštěstit
štět	štít
štětkář	Štětkař
šukat	ušukat
šálit	šál,šalina
šéf	šíf
šíf	šéf
šít	šíp,omšít,šína
šťouchat	pošťouchat
šťourat	rozšťourat
ťapat	ťápat
ťupat	oťupat,poťupat
ťápat	ťapat
Žitný	žito
Žižkov	Žižka
žahat	zžáhat
žal	žalost
žalm	žalost,žalář,žal,žalářit
žalost	žal,žalář
žalud	žaludek
žaludek	žalud
žalář	žalářit
žebrat	prožebrat
želé	Želiv,želet,žena,želva,hec,želat,železo,uhel,žíla,úhel,žít,žengle,žíně,ženovat,hecovat
žena	ženovat
žeravět	žeravit
žito	Žitný,žít
žlutý	žlutat
žrát	požrat,přežrat,užrat
žvastat	žvástat
žvástat	žvastat
žár	požár,Požár
žíně	džíny
žít	žito,Žítek,Žitný,žíně,žířit
