# Derivations intermediate from 'srov'
# derivations that will be added to DeriNet based on Etym dict 'srov' list. List if words with similar meaning, structure, etymological origin or some other similarity.

# EtymDict: "derivation" is maybe derivation of "grandparent", but "derivation" already has parent
# DeriNet: "parent" is root of tree containing "derivation"

# => connect "parent" (parent in DeriNet of the "derivation") to "grandparent" (in etym dict "grandparent" has listed "derivation" as child)
# root_of_grandparent <-...<- grandparent <-...<-parent <-...<-derivation

# WARNING - its complicated and the anotation was made really quickly by average person, not linguist!

# flaged by human, meanings:
# * probably incorrect
# @ possible incorrect
# others are probably correct



parent	grandparent	derivation
pauza#NNF??-----A---?	pemza#NNF??-----A---?	pauzovat#V????--??-??I??
kompendium#NNN??-----A---?	pandán#NNI??-----A---?	stipendium#NNN??-----A---?
pendant#NNI??-----A---?	penzum#NNN??-----A---?	penze#NNF??-----A---?
partizán#NNM??-----A---?	percepce#NNF??-----A---?	koncepce#NNF??-----A---?
manžeta#NNF??-----A---?	perfektní#AA???----??---?	afekt#NNI??-----A---?
euforie#NNF??-----A---?	periferie#NNF??-----A---?	metafora#NNF??-----A---?
diskuze#NNF??-----A---?	perkuse#NNFP?-----A---?	diskuse#NNF??-----A---?
apetyt#NNI??-----A---?	perpetuum#NNN??-----A---?	petice#NNF??-----A---?
moment#NNI??-----A---?	perpetuum#NNN??-----A---?	mobilní#AA???----??---?
despekt#NNI??-----A---?	perspektiva#NNF??-----A---?	konspekt#NNI??-----A---?
inverze#NNF??-----A---?	perverze#NNF??-----A---?	diverze#NNF??-----A---?
konzistentní#AA???----??---?	perzifláž#NNF??-----A---?	rezistence#NNF??-----A---?
penzum#NNN??-----A---?	peseta#NNF??-----A---?	penze#NNF??-----A---?
hunt#NNI??-----A---?	peskovat#V????--??-??I??	psota#NNF??-----A---?
karcinom#NNI??-----A---?	pesticid#NNI??-----A---?	genocida#NNF??-----A---?
pederastie#NNF??-----A---?	pečeť#NNF??-----A---?	pedofil#NNM??-----A---?
peklo#NNN??-----A---?	péče#NNF??-----A---?	péci#V????--??-??I??
kárat#V????--??-??I??	péče#NNF??-----A---?	hoře#NNN??-----A---?
píár#NNNXX-----A----	pieta#NNF??-----A---?	piarista#NNM??-----A---?
pestrý#AA???----??---?	pigment#NNI??-----A---?	piha#NNF??-----A---?
pigment#NNI??-----A---?	pinta#NNF??-----A---?	piha#NNF??-----A---?
hnida#NNF??-----A---?	pisoár#NNI??-----A---?	pěchovat#V????--??-??I??
pinta#NNF??-----A---?	pitoreskní#AA???----??---?	piktogram#NNI??-----A---?
balsam#NNI??-----A---?	pižmo#NNN??-----A---?	balzám#NNI??-----A---?
planý#AA???----??---?	planýrovat#V????--??-??I??	pláň#NNF??-----A---?
havíř#NNM??-----A---?	plavat#V????--??-??I??	kovat#V????--??-??I??
playboy#NNM??-----A---?	playback#NNI??-----A---?	plejboj#NNM??-----A---?
planýrovat#V????--??-??I??	plec#NNF??-----A---?	plást#NNI??-----A---?
lyceum#NNN??-----A---?	plesat#V????--??-??I??	louskat#V????--??-??I??
plácnout#V????--??-??P??	plesat#V????--??-??I??	plácat#V????--??-??I??
plavý#AA???----??---?	plesat#V????--??-??I??	plíseň#NNF??-----A---?
komplex#NNI??-----A---?	plisovaný#AA???----??---?	komplikovat#V????--??-??I??
plesknout#V????--??-??P??	ploský#AA???----??---?	pleskat#V????--??-??I??
plesat#V????--??-??I??	ploský#AA???----??---?	pláň#NNF??-----A---?
plemeno#NNN??-----A---?	plod#NNI??-----A---?	plémě#NNNS?-----A----
blond#AAXXX----1A----	plomba#NNF??-----A---?	blinkr#NNI??-----A---?
bianco#AAXXX----1A----	plomba#NNF??-----A---?	blanket#NNI??-----A---?
plac#NNI??-----A---?	plotice#NNF??-----A---?	platýs#NNM??-----A---?
folk#AAXXX----1A----	plus#NNI??-----A---?	pluk#NNI??-----A---?
pečeť#NNF??-----A---?	plutokracie#NNF??-----A---?	aristokracie#NNF??-----A---?
depilovat#V????--??-??B??	plyš#NNI??-----A---?	plsť#NNF??-----A---?
implantovat#V????--??-??P??	plán#NNI??-----A---?	plantáž#NNF??-----A---?
klábosit#V????--??-??I??	plápolat#V????--??-??I??	blábolit#V????--??-??I??
palice#NNF??-----A---?	plamen#NNI??-----A---?	pálit#V????--??-??I??
dol#NNI??-----A---?	plíce#NNF??-----A---?	lehký#AA???----??---?
plocha#NNF??-----A---?	plískanice#NNF??-----A---?	pleskat#V????--??-??I??
pneumothorax#NNI??-----A---?	pneumatický#AA???----??---?	pneumotorax#NNI??-----A---?
objekt#NNI??-----A---?	podmět#NNI??-----A---?	předmět#NNI??-----A---?
plát#V???---??-??I??	police#NNF??-----A---?	poleno#NNN??-----A---?
inkoust#NNM??-----A---?	politika#NNF??-----?---?	policie#NNF??-----A---?
monogamní#AA???----??---?	polygamie#NNF??-----A---?	monogamie#NNF??-----A---?
kolportovat#V????--??-??I??	portfej#NNI??-----A---?	portmonka#NNF??-----A---?
folium#NNN??-----A---?	portfej#NNI??-----A---?	fólie#NNF??-----A---?
fortna#NNF??-----A---?	porto#NNN??-----A---?	portýr#NNM??-----A---?
portfej#NNI??-----A---?	post#NNI??-----A---?	pozice#NNF??-----A---?
postgraduál#NNI??-----A---?	post#NNI??-----A---?	postgraduální#AA???----1?---?
post#NNI??-----A---?	post#NNM??-----A---?	pozice#NNF??-----A---?
tma#NNF??-----A---?	potměšilý#AA???----??---?	potměchuť#NNF??-----A---?
futrál#NNI??-----A---?	pouzdro#NNN??-----A---?	futro#NNN??-----A---?
vázat#V????--??-??I??	povříslo#NNN??-----A---?	provaz#NNI??-----A---?
bukolik#NNM??-----A---?	pozoun#NNI??-----A---?	bukolický#AA???----??---?
díra#NNF??-----A---?	pozřít#V????--??-??P??	dřít#V????--??-??I??
černokněz#NNM??-----A---?	černobýl#NNI??-----A---?	černokněžník#NNM??-----A---?
pažit#V????--??-??I??	ožrat#V????--??-??P??	paběrek#NNI??-----A---?
oklika#NNF??-----A---?	ožrat#V????--??-??P??	paklíč#NNI??-----A---?
roh#NNI??-----A---?	ožrat#V????--??-??P??	paroh#NNI??-----A---?
hora#NNF??-----A---?	ožrat#V????--??-??P??	pahorek#NNI??-----A---?
oblý#AA???----??---?	ožrat#V????--??-??P??	palouk#NNI??-----A---?
ortoepie#NNF??-----A---?	poema#NNF??-----A---?	poezie#NNF??-----A---?
post#NNM??-----A---?	pošta#NNF??-----A---?	pozice#NNF??-----A---?
pozřít#V????--??-??P??	ruka#NNF??-----A---?	rukojeť#NNF??-----A----
praxe#NNF??-----A---?	pragmatický#AA???----??---?	praktický#AA???----??---?
plískat#V????--??-??I??	praskat#V????--??-??I??	pleskat#V????--??-??I??
prsknout#V????--??-??P??	praskat#V????--??-??I??	prskat#V????--??-??I??
prima#NNF??-----A---?	premiér#NNM??-----A---?	primář#NNM??-----A---?
premiér#NNM??-----A---?	primáš#NNM??-----A---?	primas#NNM??-----A---?
prim#NNI??-----A---?	primární#AA???----??---?	primář#NNM??-----A---?
primarní#AA???----1?---?	primus#NNM??-----A---?	primas#NNM??-----A---?
percepce#NNF??-----A---?	princ#NNM??-----A---?	princip#NNI??-----A---?
pošta#NNF??-----A---?	probošt#NNM??-----A---?	prepozice#NNF??-----A---?
promile#NNF??-----A---?	promile#NNN??-----A---?	procento#NNN??-----A---?
blasfémie#NNF??-----A---?	prorok#NNM??-----A---?	blasfemie#NNF??-----A---?
infant#NNM??-----A---?	prorok#NNM??-----A---?	eufemismus#NNI??-----A---?
sekce#NNF??-----A---?	prosektura#NNF??-----A---?	sektor#NNI??-----A---?
milý#AA???----??---?	prostý#A????----??---?	prostopášný#AA???----??---?
strana#NNF??-----A---?	prostor#NNI??-----?---?	prostranný#AA???----??---?
pryč#Db-------------	pryč#NNF??-----A---?	reciproční#AA???----1?---?
prasknout#V????--??-??P??	prýštit#V????--??-??I??	louskat#V????--??-??I??
foršus#NNI??-----A---?	pré#NNNXX-----A----	fór#NNI??-----A---?
pouzdro#NNN??-----A---?	puchřet#V????--??-??P??	puchýř#NNI??-----A---?
probošt#NNM??-----A---?	pudit#V????--??-??I??	pnout#V????--??-??I??
interpunkce#NNF??-----A---?	puntík#NNI??-----A---?	punkce#NNF??-----A---?
bublat#V????--??-??I??	pupek#NNI??-----A---?	bublina#NNF??-----A---?
purizmus#NNI??-----A---?	puritán#NNM??-----A---?	purismus#NNI??-----A---?
pýcha#NNF??-----A---?	pyl#NNI??-----A---?	pýchavka#NNF??-----A---?
pýr#NNI??-----A---?	pyl#NNI??-----A---?	pýří#NNN??-----A---?
erotomanie#NNF??-----A---?	pyroman#NNM??-----A---?	erotoman#NNM??-----A---?
puchřet#V????--??-??P??	pysk#NNI??-----A---?	pyj#NNI??-----A---?
buňka#NNF??-----A---?	pytel#NNI??-----A---?	boule#NNF??-----A---?
pachole#NNN??-----A---?	pyžamo#NNN??-----A---?	robě#NNN??-----A---?
robot#NNI??-----A---?	pyžamo#NNN??-----A---?	robit#V????--??-??I??
pacht#NNI??-----A---?	páchat#V????--??-??I??	pachtit#V????--??-??I??
prostý#A????----??---?	páchat#V????--??-??I??	prostopášný#AA???----??---?
hledat#V????--??-??I??	pátrat#V????--??-??I??	hledět#V????--??-??I??
pisoár#NNI??-----A---?	píka#NNF??-----A---?	píchat#V????--??-??I??
bát#NNI??-----A---?	písek#NNI??-----A---?	báseň#NNF??-----A---?
pitoreskní#AA???----??---?	písmeno#NNN??-----A---?	písmo#NNN??-----A---?
pudit#V????--??-??I??	píď#NNF??-----A---?	pnout#V????--??-??I??
patrola#NNF??-----A---?	píď#NNF??-----A---?	pata#NNF??-----A---?
pedikura#NNF??-----A---?	pěší#NNF??-----A---?	pedál#NNI??-----A---?
venerik#NNM??-----A---?	příjice#NNF??-----A---?	venerický#AA???----??---?
páchat#V????--??-??I??	přímý#AA???----??---?	prostý#A????----??---?
píď#NNF??-----A---?	příst#V????--??-??I??	pnout#V????--??-??I??
větit#V????--??-??P??	přívětivý#A????----??---?	odvětit#V????--??-??P??
oběť#NNF??-----A---?	přívětivý#A????----??---?	věta#NNF??-----A---?
písek#NNI??-----A---?	přízeň#NNF??-----A---?	bázeň#NNF??-----A---?
kazajka#NNF??-----A---?	přízeň#NNF??-----A---?	kázeň#NNF??-----A---?
patálie#NNF??-----A---?	rabat#NNI??-----A---?	baterie#NNF??-----A---?
ráž#NNF??-----A---?	rabiák#NNM??-----A---?	ráže#NNF??-----A---?
ratio#NNNS?-----A----	rada#NNF??-----A---?	racionální#AA???----??---?
radiála#NNF??-----A---?	radiace#NNF??-----A---?	radiální#AA???----??---?
plutokracie#NNF??-----A---?	radium#NNN??-----A---?	radioaktivní#AA???----??---?
radio#NNN??-----A----	radium#NNN??-----A---?	radiace#NNF??-----A---?
rafičit#V????--??-??I??	rafije#NNF??-----A---?	narafičit#V????--??-??P??
grafika#NNF??-----A---?	rafije#NNF??-----A---?	graf#NNI??-----A---?
degustovat#V????--??-??I??	ragú#NNNXX-----A----	gusto#NNN??-----A---?
rejthar#NNM??-----A---?	rajtovat#V????--??-??I??	rejtar#NNM??-----A----
aranžovat#V????--??-??I??	ranč#NNI??-----A---?	rynek#NNI??-----A---?
křivý#AA???----??---?	ranč#NNI??-----A---?	ring#NNI??-----A---?
melodie#NNF??-----A---?	rapsodie#NNF??-----A---?	óda#NNF??-----A---?
razance#NNF??-----A---?	rastr#NNI??-----A---?	razantní#AA???----??---?
pankejt#NNI??-----A---?	raut#NNI??-----A---?	bankrot#NNI??-----A---?
klusat#V????--??-??I??	rašit#V????--??-??I??	ráchat#V????--??-??I??
nevěsta#NNF??-----A---?	rdít#V????--??-??I??	rusý#AA???----??---?
radium#NNN??-----A---?	redigovat#V????--??-??I??	reagovat#V????--??-??I??
perfektní#AA???----??---?	refektář#NNI??-----A---?	defekt#NNI??-----A---?
cvrlikat#V????--??-??I??	reflektovat#V????--??-??I??	flexe#NNF??-----A---?
frak#NNI??-----A---?	refrén#NNI??-----A---?	fragment#NNI??-----A---?
konfuze#NNF??-----A---?	refundovat#V????--??-??B??	fúze#NNF??-----A---?
princ#NNM??-----A---?	regata#NNF??-----A---?	kapsa#NNF??-----A---?
habilitovat#V????--??-??I??	regiment#NNI??-----A---?	regent#NNM??-----A---?
lejstro#NNN??-----A---?	registrovat#V????--??-??B??	rejstřík#NNI??-----A---?
mandarin#NNM??-----A---?	rekomando#NNN??-----A---?	komando#NNN??-----A---?
leasing#NNI??-----A---?	relaxovat#V????--??-??I??	laxní#AA???----??---?
delikt#NNI??-----A---?	relikt#NNI??-----A---?	relikvie#NNF??-----A---?
nymfa#NNF??-----A---?	reminiscence#NNF??-----A---?	memento#NNN??-----A---?
komentovat#V????--??-??B??	reminiscence#NNF??-----A---?	mentální#AA???----1?---?
mramor#NNI??-----A---?	remuláda#NNF??-----A---?	krajáč#NNI??-----A---?
mše#NNF??-----A---?	remíz#NNI??-----A---?	demise#NNF??-----A---?
denaturovat#V????--??-??B??	renesance#NNF??-----A---?	natalita#NNF??-----A---?
naivní#AA???----??---?	renesance#NNF??-----A---?	nacionále#NNN??-----A---?
negovat#V????--??-??I??	renegát#NNM??-----A---?	negace#NNF??-----A---?
annonce#NNF??-----A---?	renonc#NNI??-----A---?	anonce#NNF??-----A---?
nyní#Db-------------	renovovat#V????--??-??B??	inovace#NNF??-----A---?
libela#NNF??-----A---?	repertoár#NNI??-----A---?	ambice#NNF??-----A---?
perpetuum#NNN??-----A---?	repetice#NNF??-----A---?	petice#NNF??-----A---?
brebentit#V????--??-??I??	reptat#V????--??-??I??	breptat#V????--??-??I??
příst#V????--??-??I??	resekce#NNF??-----A---?	sekat#V????--??-??I??
prosektura#NNF??-----A---?	resekce#NNF??-----A---?	sekce#NNF??-----A---?
renovovat#V????--??-??B??	restaurovat#V????--??-??B??	stavět#V????--??-??I??
distrikt#NNI??-----A---?	restrikce#NNF??-----A---?	striktní#AA???----??---?
citovat#V????--??-??I??	resuscitace#NNF??-----A---?	excitace#NNF??-----A---?
revanš#NNI??-----A---?	revanš#NNF??-----A---?	vendeta#NNF??-----A---?
perverze#NNF??-----A---?	revers#NNI??-----A---?	konverze#NNF??-----A---?
katedra#NNF??-----A---?	reziduum#NNN??-----A---?	rezidence#NNF??-----A---?
konzorcium#NNN??-----A---?	resort#NNI??-----A---?	sorta#NNF??-----A---?
inzult#NNI??-----A---?	rezultát#NNI??-----A---?	salto#NNN??-----A---?
cirát#NNI??-----A---?	rešerše#NNF??-----A---?	cirkus#NNI??-----A---?
regiment#NNI??-----A---?	režie#NNF??-----A---?	regent#NNM??-----A---?
rigorozum#NNN??-----A---?	rigidní#AA???----??---?	rigorózum#NNN??-----A---?
ráno#Db-------------	rod#NNI??-----A---?	raný#AA???----??---?
bryčka#NNF??-----A---?	rodeo#NNN??-----A---?	rotace#NNF??-----A---?
rdít#V????--??-??I??	rododendron#NNI??-----A---?	růže#NNF??-----A---?
romantika#NNF??-----A---?	román#NNI??-----A---?	romantický#AA???----??---?
rozmarýn#NNI??-----A---?	rosa#NNF??-----A---?	rozmarýna#NNF??-----A---?
rodeo#NNN??-----A---?	rotunda#NNF??-----A---?	rotace#NNF??-----A---?
rušit#V????--??-??I??	rousat#V????--??-??I??	ruch#NNI??-----A---?
řešato#NNN??-----A---?	roští#NNN??-----A---?	řešeto#NNN??-----A---?
remuláda#NNF??-----A---?	rožeň#NNI??-----A----	kraj#NNI??-----A---?
rododendron#NNI??-----A---?	rudý#AA???----??---?	rdít#V????--??-??I??
sak#NNI??-----A---?	ruksak#NNI??-----A---?	sáček#NNI??-----A---?
bažant#NNI??-----A---?	ruksak#NNI??-----A---?	žok#NNI??-----A---?
vak#NNI??-----A---?	ruksak#NNI??-----A---?	váček#NNI??-----A---?
rudý#AA???----??---?	rumba#NNF??-----A---?	rusý#AA???----??---?
rumraj#NNI??-----A---?	rumplovat#V????--??-??I??	rumrajch#NNI??-----A---?
raut#NNI??-----A---?	rutina#NNF??-----A---?	rota#NNF??-----A---?
režie#NNF??-----A---?	rychtář#NNM??-----A---?	rektor#NNM??-----A---?
Huron#NNI??-----A---?	ryčet#V????--??-??I??	řvát#V????--??-??I??
risknout#V????--??-??P??	ryngle#NNF??-----A---?	rýt#V????--??-??I??
katar#NNM??-----A---?	rytmus#NNI??-----A---?	rýma#NNF??-----A---?
realný#AA???----??---?	ráj#NNI??-----A---?	republika#NNF??-----A---?
rosa#NNF??-----A---?	ráj#NNI??-----A---?	roj#NNI??-----A---?
rašit#V????--??-??I??	rámus#NNI??-----A---?	rachot#NNI??-----A---?
ryngle#NNF??-----A---?	hojit#V????--??-??I??	žít#V????--??-??I??
introspekce#NNF??-----A---?	rétorika#NNF??-----A---?	retrospektiva#NNF??-----A---?
garnitura#NNF??-----A---?	róba#NNF??-----A---?	garderoba#NNF??-----A---?
vítr#NNI??-----A---?	ržát#V???---??-??I??	řídit#V????--??-??I??
politika#NNF??-----?---?	sajrajt#NNI??-----A---?	policajt#NNM??-----A---?
sajrajt#NNI??-----A---?	sajrajt#NNM??-----A---?	policajt#NNM??-----A---?
ruksak#NNI??-----A---?	sako#NNN??-----A---?	sak#NNI??-----A---?
sako#NNN??-----A---?	sakumprásk#Db-------------	sáček#NNI??-----A---?
reziduum#NNN??-----A---?	sakura#NNF??-----A---?	sedlák#NNM??-----A---?
volit#V????--??-??I??	salám#NNI??-----A---?	sůl#NNF??-----A---?
sanovat#V????--??-??I??	sanitární#AA???----??---?	sanace#NNF??-----A---?
sakristie#NNF??-----A---?	sankce#NNF??-----A---?	sakrální#AA???----1?---?
Sardon#NNM??-----A---?	sardel#NNI??-----A---?	sardonický#AA???----??---?
schizofrenní#AA???----??---?	schizma#NNN??-----A---?	schizofrenie#NNF??-----A---?
patřit#V????--??-??I??	schizma#NNN??-----A---?	cedit#V????--??-??I??
design#NNI??-----A---?	inscenovat#V????--??-??B??	signál#NNI??-----A---?
rána#NNF??-----A---?	segment#NNI??-----A---?	sekce#NNF??-----A---?
grémium#NNN??-----A---?	segregace#NNF??-----A---?	agregát#NNI??-----A---?
salut#NNI??-----A---?	sejf#NNI??-----A---?	salva#NNF??-----A---?
segment#NNI??-----A---?	sekta#NNF??-----A---?	sekce#NNF??-----A---?
konsekvence#NNF??-----A---?	sekunda#NNF??-----A---?	sekvence#NNF??-----A---?
diář#NNI??-----A---?	sem#Db-------------	dnes#Db-------------
schizma#NNN??-----A---?	semestr#NNI??-----A---?	menstruace#NNF??-----A---?
nonsens#NNI??-----A---?	sentimentální#AA???----??---?	sentence#NNF??-----A---?
reparovat#V????--??-??I??	separovat#V????--??-??B??	preparovat#V????--??-??B??
observatoř#NNF??-----A---?	servilní#AA???----??---?	servírovat#V????--??-??B??
servít#NNI??-----A---?	servilní#AA???----??---?	servítek#NNI??-----A---?
rafije#NNF??-----A---?	sgrafito#NNN??-----A---?	graf#NNI??-----A---?
scéna#NNF??-----A---?	rezignovat#V????--??-??B??	signál#NNI??-----A---?
stěna#NNF??-----A---?	sinat#V????--??-??I??	stín#NNI??-----A---?
soja#NNF??-----A---?	sinat#V????--??-??I??	sojka#NNF??-----A---?
leb#NNF??-----A---?	skalp#NNI??-----A---?	lebka#NNF??-----A---?
eskalovat#V????--??-??B??	skalár#NNI??-----A---?	škála#NNF??-----A---?
skalár#NNI??-----A---?	skalár#NNM??-----A---?	škála#NNF??-----A---?
skalár#NNM??-----A---?	skandál#NNI??-----A---?	škála#NNF??-----A---?
škobrtnout#V????--??-??P??	skomírat#V????--??-??I??	škobrtat#V????--??-??I??
exlibris#NNNXX-----A----	skomírat#V????--??-??I??	ex#NNXXX-----A----
repertoár#NNI??-----A---?	skomírat#V????--??-??I??	konto#NNN??-----A---?
škrábnout#V????--??-??P??	skrblit#V????--??-??I??	škrabat#V????--??-??I??
slout#V????--??-??I??	sláva#NNF??-----A---?	slovo#NNN??-----A---?
pravoslaví#NNN??-----A---?	sláva#NNF??-----A---?	pravoslavný#AA???----??---?
slouha#NNM??-----A----	slogan#NNI??-----A---?	sluha#NNM??-----A----
ouplný#AA???----??---?	slynout#V????--??-??I??	plout#V????--??-??I??
plyn#NNI??-----A---?	slynout#V????--??-??I??	plynout#V????--??-??I??
slavit#V????--??-??I??	slyšet#V????--??-??I??	slout#V????--??-??I??
líto#Db-------------	slza#NNF??-----A---?	slina#NNF??-----A---?
mail#NNI??-----A---?	smahnout#V????--??-??I??	email#NNI??-----A---?
šmelcovat#V????--??-??I??	smahnout#V????--??-??I??	rozšmelcovat#V????--??-??P??
konsolidovat#V????--??-??B??	soldateska#NNF??-----A---?	solidní#AA???----??---?
dezolátní#AA???----??---?	solitér#NNM??-----A---?	sólo#NNN??-----A---?
disonance#NNF??-----A---?	sonorní#AA???----??---?	sonet#NNI??-----A---?
povříslo#NNN??-----A---?	úzký#AA???----??---?	vázat#V????--??-??I??
houžev#NNF??-----A---?	úzký#AA???----??---?	uzel#NNI??-----A---?
specifikum#NNN??-----A---?	speciální#AA???----??---?	specifický#AA???----??---?
perspektiva#NNF??-----A---?	speciální#AA???----??---?	spektrum#NNN??-----A---?
respirovat#V????--??-??I??	spirála#NNF??-----A---?	špiritus#NNI??-----A---?
vrch#NNI??-----A---?	spodní#AA???----??---?	svrchní#AA???----??---?
korespondovat#V????--??-??I??	spontánní#AA???----??---?	sponzor#NNM??-----A---?
kamna#NNNP?-----A---?	spořit#V????--??-??I??	sporák#NNI??-----A---?
peseta#NNF??-----A---?	spíž#NNF??-----A---?	stipendium#NNN??-----A---?
kašírovat#V????--??-??I??	squatter#NNM??-----A---?	kašírovaný#AA???----??---?
estakáda#NNF??-----A---?	staccato#NNN??-----A---?	atakovat#V????--??-??I??
etamín#NNI??-----A---?	stacionární#AA???----??---?	stabilní#AA???----??---?
kontrast#NNI??-----A---?	stacionární#AA???----??---?	statický#AA???----??---?
starý#A????----??---?	stařešina#NNF??-----A---?	starosta#NNM??-----A---?
maštal#NNF??-----A---?	stejný#AA???----??---?	stáj#NNF??-----A---?
stát#V???---??-??P??	stejný#AA???----??---?	stálý#AA???----??---?
stejný#AA???----??---?	stodola#NNF??-----A---?	stáj#NNF??-----A---?
stěžej#NNI??-----A---?	stožár#NNI??-----A---?	stěžejní#AA???----??---?
stoh#NNI??-----A---?	stožár#NNI??-----A---?	stěžeň#NNI??-----A----
straka#NNF??-----A---?	strach#NNI??-----A---?	strakatý#AA???----??---?
redigovat#V????--??-??I??	strategie#NNF??-----A---?	demagog#NNM??-----A---?
restrikce#NNF??-----A---?	stres#NNI??-----A---?	striktní#AA???----??---?
stařešina#NNF??-----A---?	strohý#AA???----??---?	strmý#AA???----??---?
strohý#AA???----??---?	strom#NNI??-----A---?	strmý#AA???----??---?
stříhnout#V????--??-??P??	strouhat#V????--??-??I??	střihat#V????--??-??I??
dělo#NNN??-----A---?	strouhat#V????--??-??I??	střela#NNF??-----A---?
struk#NNI??-----A---?	strouhat#V????--??-??I??	stroužek#NNI??-----A---?
strouhat#V????--??-??I??	struna#NNF??-----A---?	střela#NNF??-----A---?
máchnout#V????--??-??P??	ostýchat#V????--??-??I??	máchat#V????--??-??I??
remíz#NNI??-----A---?	ostýchat#V????--??-??I??	míchat#V????--??-??I??
patron#NNM??-----A---?	ostýchat#V????--??-??I??	brach#NNM??-----A---?
dít#V???---??-??P??	ostýchat#V????--??-??I??	soud#NNI??-----A---?
papila#NNF??-----A---?	stud#NNI??-----A---?	mráz#NNI??-----A---?
opulence#NNF??-----A---?	střecha#NNF??-----A---?	stroj#NNI??-----A---?
strom#NNI??-----A---?	střemhlav#Db-------------	strmý#AA???----??---?
drolit#V????--??-??I??	střenka#NNF??-----A---?	třenový#AA???----??---?
střemhlav#Db-------------	střežit#V????--??-??I??	strach#NNI??-----A---?
semestr#NNI??-----A---?	střádat#V????--??-??I??	šetřit#V????--??-??I??
deskriptiva#NNF??-----A---?	subskribovat#V????--??-??I??	transkripce#NNF??-----A---?
stacionární#AA???----??---?	substituce#NNF??-----A---?	restituce#NNF??-----A---?
konvalinka#NNF??-----A---?	subvence#NNF??-----A---?	konvence#NNF??-----A---?
studovat#V????--??-??I??	sud#NNI??-----A---?	soud#NNI??-----A---?
mikrofiš#NNI??-----A---?	sufix#NNI??-----A---?	prefix#NNI??-----A---?
sekunda#NNF??-----A---?	svita#NNF??-----A---?	sekvence#NNF??-----A---?
sumit#NNI??-----A---?	suma#NNF??-----A---?	summit#NNI??-----A---?
mančaft#NNI??-----A---?	super#NNI??-----A---?	superman#NNM??-----A---?
market#NNI??-----A---?	super#NNI??-----A---?	supermarket#NNI??-----A---?
superiorní#AA???----??---?	super#NNI??-----A---?	superiorita#NNF??-----A---?
super#AAXXX----1A----	super#Db-------------	superman#NNM??-----A---?
kompliment#NNI??-----A---?	suplovat#V????--??-??I??	plénum#NNN??-----A---?
svítit#V????--??-??I??	svatý#NNM??-----A---?	posvícení#NNN??-----?---?
ržát#V???---??-??I??	vát#V????--??-??I??	vítr#NNI??-----A---?
svatý#A????----??---?	svačina#NNF??-----A---?	svatba#NNF??-----A---?
svědět#V??????????????	svetr#NNI??-----A---?	svědit#V????--??-??I??
historie#NNF??-----A---?	svědek#NNM??-----A---?	svědomí#NNN??-----A---?
strategie#NNF??-----A---?	synagoga#NNF??-----A---?	demagog#NNM??-----A---?
střecha#NNF??-----A---?	synkopa#NNF??-----A---?	kopat#V????--??-??I??
katoda#NNF??-----A---?	synod#NNI??-----A---?	metoda#NNF??-----A---?
dioptrie#NNF??-----A---?	synopse#NNF??-----A---?	optika#NNF??-----A---?
hypotéza#NNF??-----A---?	syntéza#NNF??-----A---?	protéza#NNF??-----A---?
syčet#V????--??-??I??	sysel#NNM??-----A---?	sykat#V????--??-??I??
skandál#NNI??-----A---?	syžet#NNI??-----A---?	skandovat#V????--??-??I??
periferie#NNF??-----A---?	sémiotika#NNF??-----A---?	semafor#NNI??-----A---?
restaurovat#V????--??-??B??	sídlo#NNN??-----A---?	bydlo#NNN??-----A---?
nasupit#V????--??-??P??	sípat#V????--??-??I??	supět#V????--??-??I??
osidlo#NNN??-----A---?	síň#NNF??-----A---?	síť#NNF??-----A---?
tennis#NNI??-----A---?	tableta#NNF??-----A---?	tenis#NNI??-----A---?
detail#NNI??-----A---?	tajle#NNF??-----A---?	talíř#NNI??-----A---?
těžit#V????--??-??I??	táhnout#V????--??-??I??	tíha#NNF??-----A---?
synthesa#NNF??-----A---?	táhnout#V????--??-??I??	těžký#AA???----??---?
stuha#NNF??-----A---?	táhnout#V????--??-??I??	tuhý#A????----??---?
sekta#NNF??-----A---?	talent#NNI??-----A---?	hřivna#NNF??-----A---?
filatelie#NNF??-----A---?	talisman#NNI??-----A---?	teleologie#NNF??-----A---?
talent#NNM??-----A---?	tam#Db-------------	kam#Db-----------??
tapisérie#NNF??-----A---?	tapeta#NNF??-----A---?	tapiserie#NNF??-----A---?
aut#NNI??-----A---?	tautologie#NNF??-----A---?	auto#NNN??-----A---?
kontejner#NNI??-----A---?	taxa#NNF??-----A---?	takt#NNI??-----A---?
syntagma#NNN??-----A---?	taxi#NNNXX-----A----	syntax#NNF??-----A---?
diametrální#AA???----1?---?	taxi#NNNXX-----A----	metr#NNI??-----A---?
kontext#NNI??-----A---?	tektonický#AA???----??---?	architekt#NNM??-----A---?
temperovat#V????--??-??I??	temperament#NNI??-----A---?	temperatura#NNF??-----A---?
idiosynkracie#NNF??-----A---?	temperament#NNI??-----A---?	humor#NNI??-----A---?
hypochondrie#NNF??-----A---?	temperament#NNI??-----A---?	flegmatik#NNM??-----A---?
soužit#V????--??-??I??	tenata#NNNP?-----A---?	tenký#AA???----??---?
krátký#AA???----??---?	tenkrát#Db------------?	krát#Db-------------
obraz#NNI??-----A---?	tenkrát#Db------------?	ráz#NNI??-----A---?
