# legenda: znak +: schválený derivát, začátek znak # komentář, auto+výroba - kompozitum, ? podívat se znova, všechno ostatní - lemma předka		
napářka	napařit	+
šarka	šarkový	
cementárka	cementárna	+
navářka	navářet	+
iberka	Iber	
dvanáctikaliberka	dvanáctikaliberkový	+
picérka	píka	pizzérie
lucerka	Lucera	
borderka	border	+
šéfgarderobiérka	šéf	šof+garderobiérka
jiskerka	jiskra	+
osmerka	osmerý	+
obousměrka	obousměrný	+
dvousměrka	dvousměrný	+
rafinerka	rafinér	rafinérie
kilnerka	kilner	
pápěrka	pápěra	+
věterka	vítr	?
větérka	vítr	?
galanterka	galant	galantérie
šesterka	šesterý	+
veverka	Veverka	
stočtverka	stoček	sto+čtyřka
pairka	pair	
čírka	čeřit	
animírka	mírka	
předpírka	předpírat	+
pasírka	pasírovat	
dvírka	dveře	+
užírka	užírat	+
odborka	odbor	?
čičorka	čička	
krákorka	krákorat	+
krákorka	krákorat	+
furka	Furka	
muchomůrka	mochomůrka	+
sviňůrka	sviněně	
mžurka	mžourat	+
puchýřka	puchýř	+
vatýrka	vatýrovat	
Kolbaská	Kolbas	+
bandaska	Bandas	
aljaška	Aljaška	+
flaška	Flaška	
douglaska	Douglas	+
předhláška	hláška	předhlásit
trojhláska	trojhlasý	tři+hláska
dohláška	hláška	dohlásit
prohláška	prohlásit	+
čtyřhláska	čtyrhlas	čtyři+hláska
krátkovláska	krátkovlasý	krátký+vlas
zelenovláska	zelenovlasý	zelený+vlas
modrovláska	modrovlasý	modrý+vlas
zanáška	zanášet	+
vynáška	vynášet	+
videopáska	videopásek	+
dvoupáska	dvoupás	dva+páska
přaska	přást	
podržtaška	podržet	podržet+taška
Boubská	Loubský	
Trubská	Trubský	
trojdeska	trojdeskový	tři+deska
dvoudeska	dvojdeska	+
ódéeska	odéeska	
Aléská	Ales	
fleška	fleš	
kléska	kles	
Leská	Líský	
