rank	lemma	freq	ipm	derivational family	deriavational family 2	root of DeriNet tree id	root from DeriNet	slovesná třída	vzor	prefix 4	prefix 3	prefix 2	prefix 1	foreign prefix 2	foreign prefix 1	odprefixované slovo	prefix-Jarka souhlasí se Slavíčkovou	morph segm Slavickova	morph segm DeriNet	morph segm FlatCat	ammel	foreign	odprefigované sloveso segmentované	bez KS	bez iterativních S	kandidát na kořen	derivační S	derivační S 2	derivační S 3	iterativní S	iterativní S 2	iterativní S 3	iterativní S 4	KS	number of frames	Derinet parent	note	compos 1	interfix	prefix 3	prefix 2	prefix	suffix	compos 2	comb form 1	comb form 2
18841	vyšplíchat	1	8	opláchnout		spláchnout#V????--??-??P??		5	dělá				vy			šplíchati	Y	vy šplích a t	vy šplích a t	vy šplích a t	tahcílpšyv	0	šplích a t	šplích	šplích	šplích								a		šplouchat#V????--??-??I??										
17790	vyšprajcovat	1	8	šprajcnout		šprajcnout#V????--??-??P??							vy			šprajcovat	N				tavocjarpšyv		šprajc  ova t	šprajc	šprajc	šprajc								ova		šprajcovat#V????--??-??I??										
16615	vysprintovat	1	8	sprint		sprint#NNI??-----A---?	vy(sprint)ovat	3	kupuje				vy			sprintovati	N		vy sprint ova t	vy sprin t ova t	tavotnirpsyv	1	sprint  ova t	sprint	sprint	sprint								ova		sprintovat#V????--??-??I??										
16288	vyspurtovat	1	8	spurt		spurt#NNI??-----A---?							vy			spurtovat	N				tavotrupsyv		spurt  ova t	spurt	spurt	spurt								ova		spurtovat#V????--??-??I??										
16320	vystavovávat	1	8	stát		stát#V???---??-??I??	vy(sta)vovávat						vy			stavovávat	N				tavávovatsyv		stav ováv a t	stavováv	stav	stav				ová	v			a		vystavovat#V????--??-??I??										
16337	vyštelovat	1	8	štelovat		štelovat#V????--??-??I??							vy			štelovat	N				tavoletšyv		štel  ova t	štel	štel	štel								ova		štelovat#V????--??-??I??										
17027	vyštěpit	1	8	štěpit		štěpit#V????--??-??I??		4	prosí				vy			štěpiti	N		vy štěp i t	vyštěp it	tipětšyv	0	štěp  i t	štěp	štěp	štěp								i		štěpit#V????--??-??I??										
19153	vystepovat	1	8	step									vy			stepovat	N				tavopetsyv		step  ova t	step	step	step								ova		stepovat#V????--??-??I??										
17024	vyštěpovat	1	8	štěpit		štěpit#V????--??-??I??		3	kupuje				vy			štěpovati	N		vy štěp ova t	vyštěp ova t	tavopětšyv	0	štěp  ova t	štěp	štěp	štěp								ova		štěpovat#V????--??-??I??										
17329	vyštěrkovat	1	8	štěrk		štěrk#NNI??-----A---?							vy			štěrkovat	Y	vy štěrk ova t					štěrk ova t	štěrk	štěrk	štěrk								ova		štěrkovat#V????--??-??I??										
18751	vystěžovat	1	8	stěžovat		stěžovat#V????--??-??I??						vy	s			těžovat	N				tavožětsyv		těž  ova t	těž	těž	těž								ova		stěžovat#V????--??-??I??										
17351	vyštípávat	1	8	štípnout		štípnout#V????--??-??P??		5	dělá				vy			štípávati	N		vy štíp á va t	vy štíp áva t	tavápítšyv	0	štíp á v a t	štíp á v	štíp	štíp				á	v			a		vyštípat#V????--??-??P??										
16749	vystírat	1	8	zastřít		zastřít#V????--??-??P??							vy			stírat	Y	vy s tír a t					stír a t	stír	stír	stír								a		vystrojit#V????--??-??P??										
16447	vystopovávat	1	8	stop		stop#NNI??-----A---?	vy(stop)ovávat						vy			stopovávat	N				tavávopotsyv		stop ováv a t	stopováv	stop	stop				ová	v			a		vystopovat#V????--??-??P??										
17650	vyšťourávat	1	8	šťourat		šťourat#V????--??-??I??		5	dělá				vy			šťourávati	N		vy šťour á va t	vy šťour áva t	taváruoťšyv	0	šťour áv a t	šťour áv	šťour	šťour				á	v			a		vyšťourat#V????--??-??P??										
18991	vyštrachávat	1	8	štrachat		štrachat#V????--??-??I??							vy			štrachávat	N				taváhcartšyv		štrach áv a t	štracháv	štrach	štrach				á	v			a		vyštrachat#V????--??-??P??										
18394	vystrájet	1	8	strojit		strojit#V????--??-??I??							vy			strájet	N				tejártsyv		stráj  e t	stráj	stráj	stráj								e		None										
18962	vystřebat	1	8	střebat		střebat#V????--??-??I??		5	dělá				vy			střebati	N		vy střeba t	vy střeb a t	tabeřtsyv	0	střeb  a t	střeb	střeb	střeb								a		střebat#V????--??-??I??										
17872	vystříkávat	1	8	stříkat		stříkat#V????--??-??I??		5	dělá				vy			stříkávati	N		vy střík á va t	vy stříkáva t	tavákířtsyv	0	střík á v a t	střík á v	střík	střík				á	v			a		vystříkat#V????--??-??P??										
16774	vystrouhat	1	8	strouhat		strouhat#V????--??-??I??		5	dělá				vy			strouhati	N		vystrouh a t	vy strouh a t	tahuortsyv	0	strouh  a t	strouh	strouh	strouh								a		strouhat#V????--??-??I??										
17744	vystrouhávat	1	8	strouhat		strouhat#V????--??-??I??							vy			strouhávat	N				taváhuortsyv		strouh áv a t	strouháv	strouh	strouh				á	v			a		vystrouhat#V????--??-??I??										
17574	vystrouhnout	1	8	strouhat		strouhat#V????--??-??I??							vy			strouhnout	N				tuonhuortsyv		strouh  nou t	strouh	strouh	strouh								nou		vystrouhat#V????--??-??I??										
17271	vystružit	1	8	strouhat		strouhat#V????--??-??I??							vy			stružit	N				tižurtsyv		struž  i t	struž	struž	struž								i		None										
16691	vyšukat	1	8	šukat		šukat#V????--??-??I??		5	dělá				vy			šukati	N		vy šuka t	vy šuka t	takušyv	0	šuk  a t	šuk	šuk	šuk								a		šukat#V????--??-??I??										
16471	vyšupovat	1	8	šoupat		šoupat#V????--??-??I??							vy			šupovat	N				tavopušyv		šup  ova t	šup	šup	šup								ova		vyšoupat#V????--??-??P??										
17145	vysvahovat	1	8	váha		váha#NNF??-----A---?	vys(vah)ovat					vy	s			vahovat	N				tavohavsyv		vah  ova t	vah	vah	vah								ova		svahovat#V????--??-??I??										
17784	vysvědčit	1	8	vědět		vědět#V????--??-??I??	vy(svěd)čit					vy	s			vědčit	N				tičděvsyv		věd č  i t	věd č	věd č	věd	č							i		svědčit#V????--??-??I??										
17142	vyšveholit	1	8	šveholit		šveholit#V????--??-??I??							vy			šveholit	N				tilohevšyv		švehol  i t	švehol	švehol	švehol								i		šveholit#V????--??-??I??										
18824	vyšvihat	1	8	švihat		švihat#V????--??-??I??							vy			švihat	N				tahivšyv		švih  a t	švih	švih	švih								a		švihat#V????--??-??I??										
19146	vyšvihovat	1	8	švihat		švihat#V????--??-??I??		3	kupuje				vy			švihovati	N		vy švih ova t	vyšvih ova t	tavohivšyv	0	švih  ova t	švih	švih	švih								ova		vyšvihnout#V????--??-??P??										
18429	vysvleknout	1	8	vléct		vléct#Vf--------A----						vy	s			vleknout	N				tuonkelvsyv		vlek  nou t	vlek	vlek	vlek								nou		None										
17224	vysyčet	1	8	syčet		syčet#V????--??-??I??	vy(syč)et	4	trpí				vy			syčeti	N		vy syč e t	vy syče t	tečysyv	0	syč  e t	syč	syč	syč								e		syčet#V????--??-??I??										
16398	vysychávat	1	8	suchý		suchý#AA???----??---?							vy			sychávat	N				taváhcysyv		sych áv a t	sycháv	sych	sych				á	v			a		vysychat#V????--??-??I??										
17692	vytávat	1	8	tát		tát#V???---??-??I??	vy(tá)vat						vy			távat	N				tavátyv		tá v a t	tá v	tá	tá				v				a		vytát#V???---??-??P??										
16884	vytečkovávat	1	8	tečka		tečka#NNF??-----A---?	vy(tečk)ovávat						vy			tečkovávat	N				tavávokčetyv		teč k ováv a t	teč kováv	teč k	teč	k			ová	v			a		vytečkovat#V????--??-??P??										
16894	vytemperovat	1	8	temper-		temperovat#V????--??-??I??		3	kupuje				vy			temperovati	N		vy temper ova t	vy temper ova t	tavorepmetyv	1	temper  ova t	temper	temper	temper								ova		temperovat#V????--??-??I??										
16359	vytentočkovat	1	8	ten	to			3	kupuje				vy			tentočkovati	Y	vy ten t oč k ova t	vy tentočk ova t	vy tentočk ova t	tavokčotnetyv	1	ten t oč k ova t	ten t oč k	ten t oč k	tent	oč	k						ova		tentočkovat#V????--??-??I??		ten						t		
16736	vytkat	1	8	tkát		tkát#V????--??-??I??		5	dělá				vy			tkati	N		vytka t	vy tk a t	taktyv	0	tk  a t	tk	tk	tk								a		None										
17673	vytloukávat	1	8	tlouci		tlouci#V????--??-??I??	vy(tlouk)ávat	5	dělá				vy			tloukávati	N		vy tlou ká va t	vy tloukáva t	tavákuoltyv	0	tlouk áv a t	tloukáv	tlouk	tlouk				á	v			a		vytloukat#V????--??-??I??										
18382	vytřepnout	1	8	třepat		třepat#V????--??-??I??		2	mine				vy			třepnouti	N		vy třep no u t	vy třep nou t	tuonpeřtyv	0	třep  nou t	třep	třep	třep								nou		třepnout#V????--??-??P??										
17521	vytřešťovat	1	8	třeštit		třeštit#V????--??-??I??							vy			třešťovat	N				tavoťšeřtyv		třešť  ova t	třešť	třešť	třešť								ova		vytřeštit#V????--??-??P??										
17986	vytřískávat	1	8	třískat		třískat#V????--??-??I??							vy			třískávat	N				taváksířtyv		třísk áv a t	třískáv	třísk	třísk				á	v			a		vytřískat#V????--??-??P??										
18726	vytřísknout	1	8	třískat		třískat#V????--??-??I??							vy			třísknout	N				tuonksířtyv		třísk  nou t	třísk	třísk	třísk								nou		třísknout#V????--??-??P??										
18887	vytrkat	1	8	trkat		trkat#V????--??-??I??							vy			trkat	N				takrtyv		trk  a t	trk	trk	trk								a		trkat#V????--??-??I??										
17740	vyťuknout	1	8	ťukat		ťukat#V????--??-??I??		2	mine				vy			ťuknouti	N		vy ťuk no u t	vy ťuk nou t	tuonkuťyv	0	ťuk  nou t	ťuk	ťuk	ťuk								nou		ťuknout#V????--??-??P??										
17518	vytvořovat	1	8	tvořit		tvořit#V????--??-??I??							vy			tvořovat	N				tavořovtyv		tvoř  ova t	tvoř	tvoř	tvoř								ova		vytvořit#V????--??-??P??										
17772	využitkovávat	1	8	žít		žít#V????--??-??I??	vyu(ži)tkovávat	5	dělá			vy	u			žitkovávati	N		využitková va t	využitk ovávat	tavávoktižuyv	0	ži t k ová v a t	ži t k ová v	ži t k	ži	t	k		ová	v			a		využitkovat#V????--??-??P??										
17282	vyvánět	1	8	vát		vát#V????--??-??I??							vy			vánět	N				těnávyv		ván  ě t	ván	ván	ván								ě		None										
19100	vyvěžit	1	8	věžit		věžit#V????--??-??I??		4	prosí				vy			věžiti	N		vy věži t	vy věž it	tižěvyv	0	věž  i t	věž	věž	věž								i		věžit#V????--??-??I??										
18113	vyviňovat	1	8	vina		vina#NNF??-----A---?	vy(viň)ovat	3	kupuje				vy			viňovati	N		vy viň ova t	vyvi ň ova t	tavoňivyv	0	viň  ova t	viň	viň	viň								ova		vyvinit#V????--??-??P??										
19039	vyvít	1	8	vít		vít#V????--??-??I??	vy(ví)t	3	kryje				vy			víti	N		vy ví t	vy vít	tívyv	0	ví t	ví	ví	ví										vít#V????--??-??I??										
18266	vyvláčet	1	8	vléct		vléct#Vf--------A----	vy(vláč)et	4	sází				vy			vláčeti	Y	vy vláč e t	vy vláč e t	vy vláč e t	tečálvyv	0	vláč e t	vláč	vláč	vláč								e		vláčet#V????--??-??I??										
16846	vyvolnit	1	8	volný			vy(vol)nit						vy			volnit	N				tinlovyv		vol n  i t	vol n	vol n	vol	n							i		volnit#V????--??-??I??										
16748	vyvolovat	1	8	volit		volit#V????--??-??I??							vy			volovat	N				tavolovyv		vol  ova t	vol	vol	vol								ova		vyvolit#V????--??-??P??										
17787	vyvoskovat	1	8	vosk		vosk#NNI??-----A---?	vy(vosk)ovat						vy			voskovat	N				tavoksovyv		vosk  ova t	vosk	vosk	vosk								ova		voskovat#V????--??-??I??										
17818	vyvrásnit	1	8	vrásnit		vrásnit#V????--??-??I??		4	prosí				vy			vrásniti	N		vy vrásn i t	vy vrás n it	tinsárvyv	0	vrás n  i t	vrás n	vrás n	vrás	n							i		vrásnit#V????--??-??I??										
18166	vyvrhávat	1	8	vrhnout		vrhnout#V????--??-??P??		5	dělá				vy			vrhávati	N		vyvrh á va t	vy vrh áva t	taváhrvyv	0	vrh á v a t	vrh á v	vrh	vrh				á	v			a		vyvrhat#V????--??-??I??										
17819	vyvrzat	1	8	vrzat		vrzat#V????--??-??I??		1#5	maže#kopá				vy			vrzati	Y	vy vrz a t	vy vrz a t	vy vrz a t	tazrvyv	0	vrz a t	vrz	vrz	vrz								a		vrzat#V????--??-??I??										
16297	vyvýsknout	1	8	výskat		výskat#V????--??-??I??							vy			výsknout	N				tuonksývyv		výsk  nou t	výsk	výsk	výsk								nou		výsknout#V????--??-??P??										
17876	vyvzdychnout	1	8	dýchat		dýchat#V????--??-??I??						vy	vz			dychnout	N				tuonhcydzvyv		dych  nou t	dych	dych	dych								nou		vzdychnout#V????--??-??P??										
17957	vyvzlykat	1	8	lkát		lkát#V???---??-??I??						vy	vz			lykat	N				takylzvyv		lyk  a t	lyk	lyk	lyk								a		vzlykat#V????--??-??I??										
18119	vyvzlykávat	1	8	lkát		lkát#V???---??-??I??						vy	vz			lykávat	N				tavákylzvyv		lyk áv a t	lykáv	lyk	lyk				á	v			a		vyvzlykat#V????--??-??P??										
17273	vyzábnout	1	8	zábnout		zábnout#V????--??-??I??		2	mine				vy			zábnouti	N		vy záb no u t	vy záb nou t	tuonbázyv	0	záb  nou t	záb	záb	záb								nou		zábnout#V????--??-??I??										
16325	vyždímávat	1	8	ždímat		ždímat#V????--??-??I??							vy			ždímávat	N				tavámídžyv		ždím áv a t	ždímáv	ždím	ždím				á	v			a		vyždímat#V????--??-??P??										
18337	vyžebronit	1	8	žebrat		žebrat#V????--??-??I??							vy			žebronit	N				tinorbežyv		žebr on  i t	žebr on	žebr on	žebr	on							i		žebronit#V????--??-??I??										
18433	vyžehovat	1	8	žhnout		žhnout#V???---??-??I??	vy(žeh)ovat						vy			žehovat	N				tavohežyv		žeh  ova t	žeh	žeh	žeh								ova		vyžehnout#V????--??-??P??										
17381	vyžejbrovat	1	8	žejbrat		žejbrat#V????--??-??I??							vy			žejbrovat	N				tavorbježyv		žejbr  ova t	žejbr	žejbr	žejbr								ova		žejbrovat#V????--??-??I??										
16792	vyzískávat	1	8	získat		získat#V????--??-??P??							vy			získávat	N				taváksízyv		získ áv a t	získáv	získ	získ				á	v			a		vyzískat#V????--??-??P??										
17413	vyznačkovat	1	8	značit		značit#V????--??-??I??							vy			značkovat	N				tavokčanzyv		znač k  ova t	znač k	znač k	znač	k							ova		značkovat#V????--??-??I??										
17468	vyžnout	1	8	žnout		žnout#V????--??-??I??	vy(žn)out	2	mine				vy			žnouti	Y	vy žn ou t	vy ž no u t	vyž nou t	tuonžyv	0	žn ou t	žn	žn	žn								ou		žnout#V????--??-??I??										
16938	vyzřít	1	8	zřít		zřít#V????--??-??I??	vy(zř)ít						vy			zřít	N				tířzyv		zř  í t	zř	zř	zř								í		zřít#V????--??-??I??										
18605	vyzubit	1	8	zub		zub#NNI??-----A---?	vy(zub)it						vy			zubit	N				tibuzyv		zub  i t	zub	zub	zub								i		zubit#V????--??-??I??										
16743	vyžvástat	1	8	žvastat		žvastat#V????--??-??I??							vy			žvástat	N				tatsávžyv		žvást  a t	žvást	žvást	žvást								a		vyžvastat#V????--??-??P??										
17438	vyžvatlat	1	8	žvatlat		žvatlat#V????--??-??I??		5	dělá				vy			žvatlati	N		vy žvatl a t	vy žvatl a t	taltavžyv	0	žvatl  a t	žvatl	žvatl	žvatl								a		žvatlat#V????--??-??I??										
16610	vyžvejkat	1	8	žvýkat		žvýkat#V????--??-??I??		5	dělá				vy			žvejkati	N		vy žvejk a t	vy žvejk a t	takjevžyv	0	žvejk  a t	žvejk	žvejk	žvejk								a		vyžvýkat#V????--??-??P??										
18553	vzestupovat	1	8	stoupit		stoupit#V????--??-??P??							vze			stupovat	N				tavoputsezv		stup  ova t	stup	stup	stup								ova		vzestoupit#V????--??-??P??										
17831	vzezřít	1	8	zřít		zřít#V????--??-??I??	vze(zř)ít	1	tře				vze			zříti	N		vze z ří t	vzezř í t	tířzezv	0	zř  í t	zř	zř	zř								í		zřít#V????--??-??I??										
16999	vzhlédat	1	8	hledět		hledět#V????--??-??I??							vz			hlédat	Y	vz hléd a t					hléd a t	hléd	hléd	hléd								a	3	hlédat#V????--??-??I??										
17222	vzmužovat	1	8	muž		muž#NNM??-----A---?	vz(muž)ovat	3	kupuje				vz			mužovati	N		vzmuž ova t	v zmuž ova t	tavožumzv	0	muž  ova t	muž	muž	muž								ova		vzmužit#V????--??-??P??										
18528	vznášívat	1	8	nést		nést#V????--??-??I??	vz(náš)ívat	5	dělá				vz			nášívati	N		vz n áší va t	vz náš ívat	tavíšánzv	0	náš ív a t	náš ív	náš	náš				í	v			a		vznášet#V????--??-??I??										
17069	vznikávat	1	8	niknout									vz			nikávat	N				tavákinzv		nik áv a t	nikáv	nik	nik				á	v			a		vznikat#V????--??-??I??										
17239	vzpomínávat	1	8	mínit		mínit#V????--??-??I??						vz	po			mínávat	N				tavánímopzv		mín áv a t	mínáv	mín	mín				á	v			a		vzpomínat#V????--??-??I??										
18399	vzpřahat	1	8	napřahat		napřahat#V????--??-??I??							vz			přahat	N				tahařpzv		přah  a t	přah	přah	přah								a		None										
17107	vzpřahovat	1	8	napřahat		napřahat#V????--??-??I??							vz			přahovat	N				tavohařpzv		přah  ova t	přah	přah	přah								ova		vzpřáhnout#V????--??-??P??										
18529	zabahnět	1	8	bahno		bahno#NNN??-----A---?		4	sází				za			bahněti	N		zabahně t	za bahn ě t	těnhabaz	0	bahn  ě t	bahn	bahn	bahn								ě		None										
17746	zabarikádovávat	1	8	barikáda		barikáda#NNF??-----A---?		5	dělá				za			barikádovávati	N		za barikád ová va t	zabarikád ovávat	tavávodákirabaz	1	barik ád ováv a t	barik ád ováv	barik ád	barik	ád			ová	v			a		zabarikádovat#V????--??-??P??										
19069	žabařit	1	8	žabař												žabařit	Y	žab ař i t					žab ař i t	žab ař	žab ař	žab	ař							i		None										
19103	zabažit	1	8	bažit		bažit#V????--??-??I??							za			bažit	N				tižabaz		baž  i t	baž	baž	baž								i		bažit#V????--??-??I??										
17220	zaběhávat	1	8	běžet		běžet#V????--??-??I??	za(běh)ávat						za			běhávat	Y	za běh á v a t					běh á v a t	běh á v	běh	běh				á	v			a		zaběhat#V????--??-??P??										
18140	zabetonovávat	1	8	beton		beton#NNI??-----A---?	za(beton)ovávat	5	dělá				za			betonovávati	N		za beton ová va t	za beton ovávat	tavávonotebaz	0	beton ováv a t	betonováv	beton	beton				ová	v			a		zabetonovat#V????--??-??P??										
16332	zablokovávat	1	8	blokovat		blokovat#V????--??-??I??		5	dělá				za			blokovávati	N		za blok ová va t	za blokováva t	tavávokolbaz	0	blok ováv a t	blok ováv	blok	blok				ová	v			a		zablokovat#V????--??-??P??										
18963	zabloumat	1	8	bloumat		bloumat#V????--??-??I??							za			bloumat	N				tamuolbaz		bloum  a t	bloum	bloum	bloum								a		bloumat#V????--??-??I??										
17167	zabodat	1	8	bodnout		bodnout#V????--??-??P??		5	dělá				za			bodati	Y	za bod a t	za bod a t	za bod a t	tadobaz	0	bod a t	bod	bod	bod								a		bodat#V????--??-??I??										
16932	zabonitovat	1	8	bonita		bonita#NNF??-----A---?							za			bonitovat	N				tavotinobaz		bonit  ova t	bonit	bonit	bonit								ova		bonitovat#V????--??-??I??										
17463	zabrebentit	1	8	brebentit		brebentit#V????--??-??I??		4	prosí				za			brebentiti	N		za brebent i t	za brebent it	titneberbaz	0	brebent  i t	brebent	brebent	brebent								i		brebentit#V????--??-??I??										
18278	zabřezávat	1	8	březí				5	dělá				za			březávati	N		zabřez á va t	zabřez áva t	tavázeřbaz	0	břez áv a t	břez áv	břez	břez				á	v			a		zabřezat#V????--??-??I??										
18951	zabřinkat	1	8	břinkat		břinkat#V????--??-??I??		5	dělá				za			břinkati	N		za břink a t	za břink a t	takniřbaz	0	břink  a t	břink	břink	břink								a		břinkat#V????--??-??I??										
18265	zabrknout	1	8	brkat		brkat#V????--??-??I??							za			brknout	N				tuonkrbaz		brk  nou t	brk	brk	brk								nou		brknout#V????--??-??P??										
17879	zabrnět	1	8	brnět		brnět#V????--??-??I??	za(brn)ět	4	trpí				za			brněti	Y	za brn ě t	za brně t	za brně t	těnrbaz	0	brn ě t	brn	brn	brn								ě		brnět#V????--??-??I??										
17656	zabrouknout	1	8	broukat		broukat#V????--??-??I??							za			brouknout	N				tuonkuorbaz		brouk  nou t	brouk	brouk	brouk								nou		brouknout#V????--??-??P??										
18649	zabryndat	1	8	bryndat		bryndat#V????--??-??I??							za			bryndat	N				tadnyrbaz		brynd  a t	brynd	brynd	brynd								a		bryndat#V????--??-??I??										
17900	zabsolutnět	1	8	solv- solut-								z			ab	solutnět	N				těntulosbaz		sol ut n  ě t	sol ut n	sol ut n	sol	ut	n						ě		None										
18183	zabsolutňovat	1	8	solv- solut-				3	kupuje			z			ab	solutňovati	N		zabsolutň ova t	zabsolutň ova t	tavoňtulosbaz	0	solut ň  ova t	solut ň	solut ň	sol	ut	ň						ova		zabsolutnit#V????--??-??P??										
19041	zabstraktňovat	1	8	trah- tract-								z			abs	traktňovat	N				tavoňtkartsbaz		trakt ň  ova t	trakt ň	trakt ň	trakt	ň							ova		zabstraktnit#V????--??-??P??										
16371	zabuchovat	1	8	bouchat		bouchat#V????--??-??I??		3	kupuje				za			buchovati	N		za buch ova t	za buch ova t	tavohcubaz	0	buch  ova t	buch	buch	buch								ova		zabouchnout#V????--??-??P??										
19070	zabziknout	1	8	bzikat		bzikat#V????--??-??I??							za			bziknout	N				tuonkizbaz		bzik  nou t	bzik	bzik	bzik								nou		None										
17922	začadit	1	8	čoudit		čoud#NNI??-----A---?							za			čadit	Y	za čad i t					čad i t	čad	čad	čad								i		čadit#V????--??-??I??										
17688	začenichat	1	8	čenich		čenich#NNI??-----A---?		5	dělá				za			čenichati	N		za čenicha t	za čenich a t	tahcinečaz	0	čenich  a t	čenich	čenich	čenich								a		čenichat#V????--??-??I??										
18291	začepýřit	1	8	pýřit		pýřit#V????--??-??I??							za			čepýřit	Y	za čepýř i t					čepýř i t	čepýř	čepýř	čepýř								i		čepýřit#V????--??-??I??										
18201	začervenit	1	8	červený		červený#AA???----??---?	za(červen)it	4	prosí				za			červeniti	N		za červe n i t	za červen it	tinevrečaz	0	červen  i t	červen	červen	červen								i		červenit#V????--??-??I??										
18130	zachechtnout	1	8	chechtat		chechtat#V????--??-??I??		2	mine				za			chechtnouti	N		zachechtnou t	za checht nou t	tuonthcehcaz	0	checht  nou t	checht	checht	checht								nou		None										
17689	zachrápnout	1	8	chrápat		chrápat#V????--??-??I??		2	mine				za			chrápnouti	N		zachrápno u t	zachráp nou t	tuonpárhcaz	0	chráp  nou t	chráp	chráp	chráp								nou		None										
17291	zachropotat	1	8	chroptět		chroptět#V????--??-??I??							za			chropotat	N				tatoporhcaz		chrop ot  a t	chrop ot	chrop ot	chrop	ot							a		None										
18316	zachrustět	1	8	chrustět									za			chrustět	N				tětsurhcaz		chrust  ě t	chrust	chrust	chrust								ě		zachrustat#V????--??-??P??										
17895	zacifrovat	1	8	cifra		cifra#NNF??-----A---?		3	kupuje				za			cifrovati	N		za cifr ova t	zacifr ova t	tavorficaz	1	cifr  ova t	cifr	cifr	cifr								ova		cifrovat#V????--??-??I??										
16440	začíslit	1	8	číslo		číslo#NNN??-----A---?							za			číslit	N				tilsíčaz		čísl  i t	čísl	čísl	čísl								i		None										
18171	zacloňovat	1	8	clonit		clonit#V????--??-??I??	za(cloň)ovat						za			cloňovat	Y	za cloň ova t					cloň ova t	cloň	cloň	cloň								ova		zaclonit#V????--??-??P??										
18948	začmárávat	1	8	čmára		čmára#NNF??-----A---?							za			čmárávat	N				tavárámčaz		čmár áv a t	čmáráv	čmár	čmár				á	v			a		začmárat#V????--??-??P??										
17827	začoudit	1	8	čoudit		čoudit#V????--??-??I??							za			čoudit	Y	za čoud i t					čoud i t	čoud	čoud	čoud								i		čoudit#V????--??-??I??										
17892	začpívat	1	8	čpět		čpět#V????--??-??I??	za(čp)ívat						za			čpívat	N				tavípčaz		čp ív a t	čpív	čp	čp				í	v			a		začpět#V????--??-??P??										
19056	zacrčet	1	8	crčet		crčet#V????--??-??I??		4	trpí				za			crčeti	N		za crče t	za crč e t	tečrcaz	0	crč  e t	crč	crč	crč								e		crčet#V????--??-??I??										
17684	zacuchat	1	8	cuchat		cuchat#V????--??-??I??		5	dělá				za			cuchati	N		za cucha t	za cuch a t	tahcucaz	0	cuch  a t	cuch	cuch	cuch								a		cuchat#V????--??-??I??										
16351	zacuchávat	1	8	cuchat		cuchat#V????--??-??I??		5	dělá				za			cuchávati	N		za cuchá va t	za cuch áva t	taváhcucaz	0	cuch áv a t	cuch áv	cuch	cuch				á	v			a		zacuchat#V????--??-??P??										
17775	zacupat	1	8	cupat		cupat#V????--??-??I??							za			cupat	N				tapucaz		cup  a t	cup	cup	cup								a		cupat#V????--??-??I??										
18590	zacupitat	1	8	cupat		cupat#V????--??-??I??		5	dělá				za			cupitati	N		za cup ita t	za cup it a t	tatipucaz	0	cupit  a t	cupit	cupit	cupit								a		cupitat#V????--??-??I??										
18290	začutat	1	8	čutat		čutat#V????--??-??I??		5	dělá				za			čutati	N		za čut a t	začu t a t	tatučaz	0	čut  a t	čut	čut	čut								a		čutat#V????--??-??I??										
18741	zacvakávat	1	8	cvaknout		cvaknout#V????--??-??P??		5	dělá				za			cvakávati	N		za cvak á va t	za cvakáva t	tavákavcaz	0	cvak áv a t	cvak áv	cvak	cvak				á	v			a		zacvakat#V????--??-??P??										
17910	zacvrčet	1	8	cvrkat		cvrkat#V????--??-??I??							za			cvrčet	N				tečrvcaz		cvrč  e t	cvrč	cvrč	cvrč								e		zacvrkat#V????--??-??P??										
19111	zacvrkat	1	8	cvrkat		cvrkat#V????--??-??I??		5	dělá				za			cvrkati	N		za cvrk a t	za cvrk a t	takrvcaz	0	cvrk  a t	cvrk	cvrk	cvrk								a		cvrkat#V????--??-??I??										
18296	zacyklovat	1	8	cycl-			za(cykl)ovat						za			cyklovat	N				tavolkycaz		cykl  ova t	cykl	cykl	cykl								ova		cyklovat#V????--??-??I??										
19043	zadechnout	1	8	dýchat		dýchat#V????--??-??I??		2	mine				za			dechnouti	N		za de ch n o u t	za dech nou t	tuonhcedaz	0	dech  nou t	dech	dech	dech								nou		zadýchnout#V????--??-??P??										
17353	zadlabat	1	8	dlabat		dlabat#V????--??-??I??							za			dlabat	Y	za dlab a t					dlab a t	dlab	dlab	dlab								a		dlabat#V????--??-??I??										
18934	zadministrovávat	1	8	min-								z			ad	ministrovávat	F				tavávortsinimdaz		ministr ováv a t	mini str ová v	mini str	mini	str			ová	v			a		zadministrovat#V????--??-??P??										
18405	zadokumentovávat	1	8	doc- doct-			za(dokument)ovávat						za			dokumentovávat	N				tavávotnemukodaz		doku ment ováv a t	doku mentováv	doku ment	doku	ment			ová	v			a		zadokumentovat#V????--??-??I??										
18086	zadostičinit	1	8	dost	čin	čin#NNI??-----?---?							za			dostičinit	N				tiničitsodaz		dostičin  i t	dostičin	dostičin	dostičin								i		None		dost	i					čin		
18101	zadoutnat	1	8	doutnat		doutnat#V????--??-??I??		5	dělá				za			doutnati	N		za doutna t	za dou t n a t	tantuodaz	0	doutn  a t	doutn	doutn	doutn								a		doutnat#V????--??-??I??										
19099	zadrápat	1	8	dráp		dráp#NNI??-----A---?	za(dráp)at						za			drápat	N				tapárdaz		dráp  a t	dráp	dráp	dráp								a		drápat#V????--??-??I??										
17717	zadrápnout	1	8	dráp		dráp#NNI??-----A---?	za(dráp)nout	2	mine				za			drápnouti	N		za dráp no u t	za dráp nou t	tuonpárdaz	0	dráp  nou t	dráp	dráp	dráp								nou		drápnout#V????--??-??P??										
18186	zadrkat	1	8	drknout		drknout#V????--??-??P??							za			drkat	N				takrdaz		drk  a t	drk	drk	drk								a		drkat#V????--??-??I??										
