# v případě manuální anotace: 1. sloupec: @ = label nesprávně; % = label správně; PRÁZDNO = label manuálně neanotován
%	urazit–V	urážet–V	ned.
	zesedlačit–V	přijmout–V	dok.
	zacinknout–V	cinknout–V	podst.
	rozplýtvat–V	vydat–V	dok.
%	imitátor–N	imitátorka–N	přech.
%	pohrdat–V	pohrdnout–V	dok.
%	přecedit–V	přecezovat–V	ned.
%	skřivan–N	skřivánek–N	zdrob.
	vestěhovat–V	nastěhovat–V	dok.
%	odleptat–V	odleptávat–V	ned.
%	ubírat–V	ubírávat–V	nás.
%	pootočit–V	pootáčet–V	ned.
	překyselit–V	okyselit–V	dok.
	zahýkat–V	zvuk–N	dok.
%	utiskovatel–N	utiskovatelka–N	přech.
	přiobjednat–V	navíc–D	dok.
%	Uher–N	Uherka–N	přech.
	vyprotestovat–V	získat–V	dok.
%	přežít–V	přežívat–V	ned.
%	střepina–N	střepinka–N	zdrob.
%	havran–N	havránek–N	zdrob.
	navozit–V	místo–N	dok.
	docestovat–V	dojet–V	dok.
%	pašovat–V	pašovávat–V	nás.
%	papá–N	papínek–N	zdrob.
%	šína–N	šínka–N	zdrob.
	přimknout–V	přimykat–V	ned.
	poranit–V	způsobit–V	dok.
	stopnout–V	stopovat–V	ned.
	zlít–V	polít–V	dok.
	zmužštět–V	nabýt–V	dok.
%	pokatoličtit–V	pokatoličťovat–V	ned.
	zaslzit–V	zaslzovat–V	ned.
%	přimazat–V	přimazávat–V	ned.
	pivo–N	pivečko–N	zdrob.
	troskotat–V	rozpadat–V	dok.
	hadr–N	hadýrek–N	zdrob.
%	tykev–N	tykvička–N	zdrob.
%	zopětovat–V	zopětovávat–V	ned.
	přehryznout–V	oddělit–V	dok.
%	šťourat–V	šťourávat–V	nás.
%	přísahat–V	přísahávat–V	nás.
%	výtrus–N	výtrusek–N	zdrob.
	zajínit–V	pokrýt–V	dok.
%	posílkář–N	posílkářka–N	přech.
	zproplétat–V	proplést–V	dok.
%	zlepšovák–N	zlepšováček–N	zdrob.
	dohotovit–V	hotovení–N	dok.
	zdrhat–V	zedřít–V	dok.
%	Markéta–N	Markétka–N	zdrob.
%	poležení–N	poleženíčko–N	zdrob.
	překřičet–V	přehlučet–V	dok.
%	mlynář–N	mlynářka–N	přech.
%	bidlo–N	bidélko–N	zdrob.
%	amatér–N	amatérka–N	přech.
	nasmažit–V	množství–N	dok.
	podeplout–V	proniknout–V	podst.
	vyhnojit–V	důkladně–D	dok.
%	začítat–V	začítávat–V	nás.
%	kůň–N	koník–N	zdrob.
%	chrám–N	chrámek–N	zdrob.
	očichnout–V	očichávat–V	ned.
	chlum–N	chlumeček–N	zdrob.
%	výklenek–N	výkleneček–N	zdrob.
	upříst–V	upřádat–V	ned.
	vymizet–V	zmizet–V	dok.
%	sežehlit–V	sežehlovat–V	ned.
	dořešit–V	rozřešit–V	dok.
	promyslit–V	promýšlet–V	ned.
%	sebrat–V	sbírat–V	ned.
	spočíst–V	počet–N	dok.
%	zastavení–N	zastaveníčko–N	zdrob.
%	žemle–N	žemlička–N	zdrob.
%	kraulař–N	kraulařka–N	přech.
	přerámovat–V	dát–V	dok.
	poslovanštit–V	dodat–V	dok.
%	vzkvétat–V	vzkvétávat–V	nás.
%	hromada–N	hromádka–N	zdrob.
	dosekat–V	sekání–N	dok.
	vyháknout–V	odepnout–V	dok.
%	znesvětit–V	znesvěcovat–V	ned.
%	zošklivit–V	zošklivovat–V	ned.
	uletovat–V	ulétávat–V	nás.
%	pokládat–V	pokládávat–V	nás.
%	písek–N	píseček–N	zdrob.
%	chajda–N	chajdička–N	zdrob.
%	mrtvý–A	mrtvo–D	zpodst.
	odštípat–V	oddělit–V	dok.
	poupravit–V	trochu–D	dok.
%	chytat–V	chytávat–V	nás.
	rozskřípat–V	tak–D	dok.
%	toužit–V	toužívat–V	nás.
%	výstřelný–A	výstřelná–N	zpodst.
	přivrtat–V	připevnit–V	dok.
%	pachatel–N	pachatelka–N	přech.
	proškrabat–V	pročistit–V	dok.
	splasknout–V	svůj–A	dok.
%	zvrátit–V	zvracet–V	ned.
	pošvihnout–V	pošvihávat–V	ned.
	uschůzovat–V	vyčerpat–V	dok.
%	štířit–V	štířívat–V	nás.
%	plošina–N	plošinka–N	zdrob.
