# Derivations direct, srov
# derivations that will be added to DeriNet based on Etym dict 'srov' list. List if words with similar meaning, structure, etymological origin or some other similarity.

derivation	parent
plž#NNM??-----A---?	plazit#V????--??-??I??
plebiscit#NNI??-----A---?	plebejec#NNM??-----A---?
plátno#NNN??-----A---?	plec#NNF??-----A---?
plec#NNF??-----A---?	pleso#NNN??-----A---?
popel#NNI??-----A---?	pleva#NNF??-----A---?
plédovat#V????--??-??I??	plezír#NNI??-----A---?
plížit#V????--??-??I??	plihnout#V????--??-??I??
plést#V????--??-??I??	plisovaný#AA???----??---?
splasknout#V????--??-??P??	ploský#AA???----??---?
plachta#NNF??-----A---?	ploský#AA???----??---?
plurál#NNI??-----A---?	plus#NNI??-----A---?
pleonasmus#NNI??-----A---?	plus#NNI??-----A---?
plytký#AA???----??---?	plynout#V????--??-??I??
hlahol#NNI??-----A---?	plápolat#V????--??-??I??
chlácholit#V????--??-??I??	plápolat#V????--??-??I??
plápolat#V????--??-??I??	plát#NNI??-----A---?
poleno#NNN??-----A---?	plát#NNI??-----A---?
plagiát#NNI??-----A---?	pláž#NNF??-----A---?
šít#V????--??-??I??	pochva#NNF??-----A---?
podagra#NNF??-----A---?	pódium#NNN??-----A---?
poliklinika#NNF??-----A---?	politika#NNF??-----?---?
pulírovat#V????--??-??I??	politura#NNF??-----A---?
bigamie#NNF??-----A---?	polygamie#NNF??-----A---?
vnuknout#V????--??-??P??	ponoukat#V????--??-??I??
populární#AA???----??---?	populace#NNF??-----A---?
publikum#NNN??-----A---?	populace#NNF??-----A---?
proporce#NNF??-----A---?	porce#NNF??-----A---?
portfolio#NNN??-----A---?	portfej#NNI??-----A---?
posthumní#AA???----1?---?	post#NNI??-----A---?
postila#NNF??-----A---?	post#NNI??-----A---?
posesivní#AA???----1?---?	potence#NNF??-----A---?
poťouchlý#AA???----??---?	potutelný#AA???----??---?
puchnout#V????--??-??I??	pouzdro#NNN??-----A---?
puchýř#NNI??-----A---?	pouzdro#NNN??-----A---?
pyj#NNI??-----A---?	pouzdro#NNN??-----A---?
přít#V????--??-??I??	pozřít#V????--??-??P??
zřídlo#NNN??-----A---?	žrát#V????--??-??I??
prát#V????--??-??I??	pozřít#V????--??-??P??
lůza#NNF??-----A---?	lýko#NNN??-----A---?
lub#NNI??-----A---?	lýko#NNN??-----A---?
hrdlo#NNN??-----A---?	žrát#V????--??-??I??
hříva#NNF??-----A---?	žrát#V????--??-??I??
žít#V????--??-??I??	žír#NNI??-----A---?
obruč#NNF??-----A---?	ruka#NNF??-----A---?
branže#NNF??-----A---?	ruka#NNF??-----A---?
žúžo#AAXXX----1A----	pošušňat#V???---??-??P??
preclík#NNI??-----A---?	pracka#NNF??-----A---?
praštět#V????--??-??I??	praštit#V????--??-??P??
prča#NNF??-----A---?	prcat#V????--??-??I??
proviant#NNI??-----A---?	prebenda#NNF??-----A---?
ablativ#NNI??-----A---?	prelát#NNM??-----A---?
relace#NNF??-----A---?	prelát#NNM??-----A---?
primas#NNM??-----A---?	premiér#NNM??-----A---?
primátor#NNM??-----A---?	premiér#NNM??-----A---?
priorita#NNF??-----A---?	prim#NNI??-----A---?
propozice#NNF??-----A---?	probošt#NNM??-----A---?
prominent#NNM??-----A---?	promenáda#NNF??-----A---?
procento#NNN??-----A---?	promile#NNF??-----A---?
míle#NNF??-----A---?	promile#NNF??-----A---?
rokovat#V????--??-??I??	prorok#NNM??-----A---?
vivisekce#NNF??-----A---?	prosektura#NNF??-----A---?
prekérní#AA???----??---?	prosit#V????--??-??I??
protokol#NNI??-----A---?	proto#Db-------------
protagonista#NNM??-----A---?	proto#Db-------------
prototyp#NNI??-----A---?	proto#Db-------------
proton#NNI??-----A---?	proto#Db-------------
pruh#NNI??-----A---?	pružit#V????--??-??I??
reciproční#AA???----1?---?	pryč#Db-------------
praštit#V????--??-??P??	prýštit#V????--??-??I??
práskat#V????--??-??I??	prýštit#V????--??-??I??
prýskat#V????--??-??I??	prznit#V????--??-??I??
psychologie#NNF??-----A---?	psycho#NNNS?-----A----
buket#NNI??-----A---?	pudr#NNI??-----A---?
pulpit#NNI??-----A---?	pult#NNI??-----A---?
pointa#NNF??-----A---?	puntík#NNI??-----A---?
punčocha#NNF??-----A---?	punktovat#V????--??-??I??
pupen#NNI??-----A---?	pupek#NNI??-----A---?
purkrabí#NNM??-----A----	purkmistr#NNM??-----A---?
poustevník#NNM??-----A---?	pustý#AA???----??---?
puritán#NNM??-----A---?	pyré#NNNXX-----A----
peruť#NNF??-----A---?	pero#NNN??-----A---?
pěstovat#V????--??-??I??	píce#NNF??-----A---?
pitomý#AA???----??---?	píce#NNF??-----A---?
piky#NNIP?-----A---?	píka#NNF??-----A---?
pikantní#AA???----??---?	píka#NNF??-----A---?
přeslice#NNF??-----A---?	příst#V????--??-??I??
bzdít#V????--??-??I??	pšoukat#V????--??-??I??
ráčit#V????--??-??I??	rada#NNF??-----A---?
rád#AC???-----?----	rada#NNF??-----A---?
ředkev#NNF??-----A---?	radikální#AA???----??---?
rádius#NNI??-----A---?	rádio#NNN??-----A----
neon#NNI??-----A---?	radon#NNI??-----A---?
rytíř#NNM??-----A---?	rajtovat#V????--??-??I??
ropa#NNF??-----A---?	rampouch#NNI??-----A---?
ropucha#NNF??-----A---?	rampouch#NNI??-----A---?
renta#NNF??-----A---?	rande#NNN??-----A---?
uzurpovat#V????--??-??B??	rapidní#AA???----??---?
rašple#NNF??-----A---?	rapír#NNI??-----A---?
rota#NNF??-----A---?	raut#NNI??-----A---?
ruměný#AA???----??---?	rdít#V????--??-??I??
ryšavý#AA???----??---?	rdít#V????--??-??I??
revoluce#NNF??-----A---?	re#NNNXX-----A----
redigovat#V????--??-??I??	re#NNNXX-----A----
republika#NNF??-----A---?	reálný#AA???----??---?
rébus#NNI??-----A---?	reálný#AA???----??---?
reveň#NNF??-----A---?	rebarbora#NNF??-----A---?
perfektní#AA???----??---?	refektář#NNI??-----A---?
fuga#NNF??-----A---?	refýž#NNF??-----A---?
rejdit#V????--??-??I??	rej#NNI??-----A---?
relé#NNNXX-----A----	relaxovat#V????--??-??I??
delikt#NNI??-----A---?	relikt#NNI??-----A---?
remíza#NNF??-----A---?	remíz#NNI??-----A---?
jméno#NNN??-----A---?	renomé#NNNXX-----A----
nominovat#V????--??-??B??	renomé#NNNXX-----A----
prostata#NNF??-----A---?	reostat#NNI??-----A---?
termostat#NNI??-----A---?	reostat#NNI??-----A---?
statistika#NNF??-----A---?	reostat#NNI??-----A---?
aparát#NNI??-----A---?	reparace#NNF??-----A---?
patriot#NNM??-----A---?	repatriovat#V????--??-??B??
repete#Db-------------	repetice#NNF??-----A---?
repetent#NNM??-----A---?	repetice#NNF??-----A---?
remcat#V????--??-??I??	reptat#V????--??-??I??
repetit#V???---??-??I??	reptat#V????--??-??I??
inspirovat#V????--??-??B??	respirátor#NNI??-----A---?
rošt#NNI??-----A---?	restovat#V????--??-??I??
nárt#NNI??-----A---?	ret#NNI??-----A---?
vendeta#NNF??-----A---?	revanš#NNI??-----A---?
varovat#V????--??-??I??	reverend#NNM??-----A---?
verš#NNI??-----A---?	revers#NNI??-----A---?
sedativum#NNN??-----A---?	rez#NNF??-----A----
režim#NNI??-----A---?	režie#NNF??-----A---?
riziko#NNN??-----A---?	riskovat#V????--??-??B??
příroda#NNF??-----A---?	rod#NNI??-----A---?
oleandr#NNI??-----A---?	rododendron#NNI??-----A---?
ruleta#NNF??-----A---?	roleta#NNF??-----A---?
rokenrol#NNI??-----A---?	rolovat#V????--??-??I??
rmen#NNI??-----A---?	román#NNI??-----A---?
romance#NNF??-----A---?	román#NNI??-----A---?
roj#NNI??-----A---?	ronit#V????--??-??I??
řeka#NNF??-----A---?	ronit#V????--??-??I??
roráty#NNIP?-----A---?	rosa#NNF??-----A---?
ronit#V????--??-??I??	rosa#NNF??-----A---?
runda#NNF??-----A---?	rotunda#NNF??-----A---?
rubat#V????--??-??I??	rub#NNI??-----A---?
rubáš#NNI??-----A---?	rub#NNI??-----A---?
roucho#NNN??-----A---?	rouno#NNN??-----A---?
rorýs#NNM??-----A---?	roura#NNF??-----A---?
rušit#V????--??-??I??	rousat#V????--??-??I??
rychlý#AA???----??---?	rousat#V????--??-??I??
maják#NNI??-----A---?	rozmanitý#AA???----??---?
hroch#NNM??-----A---?	rošáda#NNF??-----A---?
rubín#NNI??-----A---?	rudý#AA???----??---?
ryzí#AA???----??---?	rudý#AA???----??---?
rubrika#NNF??-----A---?	rudý#AA???----??---?
rumraj#NNI??-----A---?	rum#NNI??-----A---?
rum#NNI??-----A---?	rumplovat#V????--??-??I??
raut#NNI??-----A---?	rutina#NNF??-----A---?
rouno#NNN??-----A---?	rvát#V????--??-??I??
recht#Db-------------	rychtář#NNM??-----A---?
řvát#V????--??-??I??	ryčet#V????--??-??I??
říje#NNF??-----A---?	ryčet#V????--??-??I??
říhat#V????--??-??I??	řičet#V????--??-??I??
rvát#V????--??-??I??	ryngle#NNF??-----A---?
revma#NNN??-----A---?	rytmus#NNI??-----A---?
rarach#NNM??-----A---?	rámus#NNI??-----A---?
vřed#NNI??-----A---?	rána#NNF??-----A---?
záhy#Db-------------	hojný#AA???----??---?
retrográdní#AA???----??---?	rétorika#NNF??-----A---?
rizoto#NNN??-----A---?	rýže#NNF??-----A---?
řada#NNF??-----A---?	ržát#V???---??-??I??
sakrální#AA???----1?---?	sakristie#NNF??-----A---?
salon#NNI??-----A---?	sakura#NNF??-----A---?
salva#NNF??-----A---?	salutovat#V????--??-??I??
salát#NNI??-----A---?	salám#NNI??-----A---?
saň#NNF??-----A---?	sandál#NNI??-----A---?
sarkofág#NNI??-----A---?	sarkasmus#NNI??-----A---?
sarkom#NNI??-----A---?	sarkasmus#NNI??-----A---?
saturovat#V????--??-??B??	satira#NNF??-----A---?
skica#NNF??-----A---?	schéma#NNN??-----A---?
sekt#NNI??-----A---?	sekýrovat#V????--??-??I??
dosud#Db-------------	sem#Db-------------
sice#Db-------------	sem#Db-------------
seminář#NNI??-----A---?	semeno#NNN??-----A---?
trimestr#NNI??-----A---?	semestr#NNI??-----A---?
hemisféra#NNF??-----A---?	semifinále#NNN??-----A---?
senát#NNI??-----A---?	senilní#AA???----??---?
senior#NNM??-----A---?	senilní#AA???----??---?
sépie#NNF??-----A---?	sepse#NNF??-----A---?
sadit#V????--??-??P??	setník#NNM??-----A---?
kvinteto#NNN??-----A---?	sexteto#NNN??-----A---?
sít#V????--??-??I??	sezona#NNF??-----A---?
šrafovat#V????--??-??I??	sgrafito#NNN??-----A---?
šos#NNI??-----A---?	šot#NNI??-----A---?
čutat#V????--??-??I??	šot#NNI??-----A---?
silikóza#NNF??-----A---?	silikon#NNI??-----A---?
singulár#NNI??-----A---?	singl#NNI??-----A---?
prosinec#NNI??-----A---?	sinat#V????--??-??I??
batyskaf#NNI??-----A---?	skafandr#NNI??-----A---?
šalupa#NNF??-----A---?	skalp#NNI??-----A---?
střep#NNI??-----A---?	skalp#NNI??-----A---?
skandovat#V????--??-??I??	skalár#NNI??-----A---?
snowboard#NNI??-----A---?	skateboard#NNI??-----A---?
šíf#NNI??-----A---?	skif#NNI??-----A---?
skořápka#NNF??-----A---?	skrblit#V????--??-??I??
soukromý#AA???----??---?	skromný#AA???----??---?
skuhrat#V????--??-??I??	skučet#V????--??-??I??
skřípat#V????--??-??I??	skřehotat#V????--??-??I??
skřek#NNI??-----A---?	skřehotat#V????--??-??I??
škrkavka#NNF??-----A---?	skřehotat#V????--??-??I??
slatina#NNF??-----A---?	slavík#NNM??-----A---?
posléze#Db-------------	poslední#AA???----??---?
slídit#V????--??-??I??	sledovat#V????--??-??I??
oslnit#V????--??-??P??	slepý#A????----??---?
šlechta#NNF??-----A---?	slečna#NNF??-----A---?
vašnosta#NNM??-----A---?	slečna#NNF??-----A---?
slín#NNI??-----A---?	slimák#NNM??-----A---?
sliz#NNI??-----A---?	slimák#NNM??-----A---?
slina#NNF??-----A---?	slimák#NNM??-----A---?
sluj#NNF??-----A---?	sloj#NNF??-----A---?
štola#NNF??-----A---?	sloup#NNI??-----A---?
sléz#NNI??-----A---?	slíva#NNF??-----A---?
šmolka#NNF??-----A---?	smalt#NNI??-----A---?
šmahem#Db-------------	smahnout#V????--??-??I??
smoking#NNI??-----A---?	smog#NNI??-----A---?
sochor#NNI??-----A---?	socha#NNF??-----A---?
suk#NNI??-----A---?	socha#NNF??-----A---?
rozsocha#NNF??-----A---?	socha#NNF??-----A---?
žold#NNI??-----A---?	soldateska#NNF??-----A---?
sonáta#NNF??-----A---?	sonorní#AA???----??---?
sopel#NNI??-----A---?	soptit#V????--??-??I??
sápat#V????--??-??I??	soptit#V????--??-??I??
sopouch#NNI??-----A---?	soptit#V????--??-??I??
osopit#V????--??-??P??	soptit#V????--??-??I??
spát#V???---??-??I??	soptit#V????--??-??I??
soupeř#NNM??-----A---?	sou#NNNXX-----A----
soused#NNM??-----A---?	sou#NNNXX-----A----
sud#NNI??-----A---?	sou#NNNXX-----A----
soutěž#NNF??-----A---?	sou#NNNXX-----A----
sunout#V????--??-??I??	soukat#V????--??-??I??
sladký#AA???----??---?	úzký#AA???----??---?
tenký#AA???----??---?	úzký#AA???----??---?
spekulovat#V????--??-??I??	speciální#AA???----??---?
špeluňka#NNF??-----A---?	speleologie#NNF??-----A---?
šplhat#V????--??-??I??	šplíchat#V????--??-??I??
sporý#AA???----??---?	spět#V????--??-??I??
stadium#NNN??-----A---?	stadion#NNI??-----A---?
stalaktit#NNI??-----A---?	stalagmit#NNI??-----A---?
standarta#NNF??-----A---?	standard#NNI??-----A---?
strmý#AA???----??---?	starat#V????--??-??I??
strádat#V????--??-??I??	starat#V????--??-??I??
stádo#NNN??-----A---?	stodola#NNF??-----A---?
turnaj#NNI??-----A---?	storno#NNN??-----A---?
tornádo#NNN??-----A---?	storno#NNN??-----A---?
túra#NNF??-----A---?	storno#NNN??-----A---?
štempl#NNI??-----A---?	stoupa#NNF??-----A---?
stoupa#NNF??-----A---?	stoupat#V????--??-??I??
stehno#NNN??-----A---?	stožár#NNI??-----A---?
strakapoud#NNM??-----A---?	strach#NNI??-----A---?
strach#NNI??-----A---?	strohý#AA???----??---?
struk#NNI??-----A---?	stručný#AA???----??---?
střeček#NNM??-----A---?	strkat#V????--??-??I??
míchat#V????--??-??I??	ostýchat#V????--??-??I??
studený#AA???----??---?	studovat#V????--??-??I??
tuhý#A????----??---?	stuha#NNF??-----A---?
hlava#NNF??-----?---?	střemhlav#Db-------------
třeň#NNI??-----A----	střenka#NNF??-----A---?
ústrety#NNFP?-----A---?	střetat#V????--??-??I??
vstříc#Db-------------	střetat#V????--??-??I??
škorně#NNF??-----A---?	střevíc#NNI??-----A---?
tryskat#V????--??-??I??	stříkat#V????--??-??I??
záda#NNNP?-----A---?	sudý#AA???----1?---?
rosol#NNI??-----A---?	sulc#NNI??-----A---?
superlativ#NNI??-----A---?	super#NNI??-----A---?
terén#NNI??-----A---?	suterén#NNI??-----A---?
subvence#NNF??-----A---?	suvenýr#NNI??-----A---?
svižný#AA???----??---?	svěží#AA???----??---?
švunk#NNI??-----A---?	swing#NNI??-----A---?
syndrom#NNI??-----A---?	syn#NNM??-----A---?
syntax#NNF??-----A---?	syn#NNM??-----A---?
synkopa#NNF??-----A---?	syn#NNM??-----A---?
symetrie#NNF??-----A---?	syn#NNM??-----A---?
synagoga#NNF??-----A---?	syn#NNM??-----A---?
suť#NNF??-----A---?	sypat#V????--??-??I??
sychravý#AA???----??---?	syrovinka#NNF??-----A---?
surový#AA???----??---?	syrovinka#NNF??-----A---?
sýr#NNI??-----A---?	syrovinka#NNF??-----A---?
sémantika#NNF??-----A---?	sémiotika#NNF??-----A---?
šeptat#V????--??-??I??	sípat#V????--??-??I??
sova#NNF??-----A---?	sýček#NNM??-----A---?
sýkora#NNF??-----A---?	sýček#NNM??-----A---?
puštík#NNM??-----A---?	sýček#NNM??-----A---?
výr#NNM??-----A---?	sýček#NNM??-----A---?
detail#NNI??-----A---?	tajle#NNF??-----A---?
tázat#V????--??-??I??	táhnout#V????--??-??I??
tětiva#NNF??-----A---?	táhnout#V????--??-??I??
talár#NNI??-----A---?	talon#NNI??-----A---?
tady#Db-------------	tam#Db-------------
sem#Db-------------	tam#Db-------------
tudy#Db-------------	tam#Db-------------
kvantum#NNN??-----A---?	tantiéma#NNF??-----A---?
tepich#NNI??-----A---?	tapeta#NNF??-----A---?
tajtrlík#NNM??-----A---?	tatrman#NNM??-----A---?
taxa#NNF??-----A---?	taxi#NNNXX-----A----
útok#NNI??-----A---?	tehdy#Db-------------
vztek#NNI??-----A---?	tehdy#Db-------------
týkat#V????--??-??I??	tehdy#Db-------------
potácet#V????--??-??I??	tehdy#Db-------------
tempera#NNF??-----A---?	temperament#NNI??-----A---?
tendr#NNI??-----A---?	tenze#NNF??-----A---?
deptat#V????--??-??I??	tepat#V????--??-??I??
terasa#NNF??-----A---?	terakota#NNF??-----A---?
kuchyň#NNF??-----A---?	terakota#NNF??-----A---?
terárium#NNN??-----A---?	teritorium#NNN??-----A---?
reostat#NNI??-----A---?	termoska#NNF??-----A---?
ošklivý#A????----??---?	teskný#AA???----??---?
děd#NNM??-----A---?	teta#NNF??-----A---?
tatrman#NNM??-----A---?	tetelit#V????--??-??I??
tovaryš#NNM??-----A---?	tovar#NNI??-----A---?
trezor#NNI??-----A---?	tezaurus#NNI??-----A---?
tečka#NNF??-----A---?	tečovat#V????--??-??I??
ihned#Db-------------	teď#Db-------------
troud#NNI??-----A---?	zteřelý#AA???----??---?
udeřit#V????--??-??P??	zteřelý#AA???----??---?
tango#NNN??-----A---?	tingltangl#NNI??-----A---?
titěrný#AA???----??---?	tintítko#NNN??-----A---?
tiráž#NNF??-----A---?	tiráda#NNF??-----A---?
tiret#NNI??-----A---?	tiráda#NNF??-----A---?
tlupa#NNF??-----A---?	tlumit#V????--??-??I??
dávit#V????--??-??I??	tlumit#V????--??-??I??
stonek#NNI??-----A---?	tnout#V????--??-??P??
temeno#NNN??-----A---?	tnout#V????--??-??P??
šrajtofle#NNF??-----A---?	tobolka#NNF??-----A---?
tetřev#NNM??-----A---?	tokat#V????--??-??I??
tón#NNI??-----A---?	tonik#NNI??-----A---?
tonus#NNI??-----A---?	tonik#NNI??-----A---?
cop#NNI??-----A---?	top#NNI??-----A---?
trs#NNI??-----A---?	torzo#NNN??-----A---?
tulit#V????--??-??I??	toulec#NNI??-----A---?
toxikomanie#NNF??-----A---?	toxický#AA???----??---?
trolej#NNF??-----A---?	trajler#NNI??-----A---?
šmajdat#V????--??-??I??	trajdat#V????--??-??I??
pajdat#V????--??-??I??	trajdat#V????--??-??I??
trampolína#NNF??-----A---?	tramp#NNM??-----A---?
transakce#NNF??-----A---?	trans#NNI??-----A---?
travestie#NNF??-----A---?	transvestit#NNM??-----A---?
tréma#NNF??-----A---?	tremolo#NNN??-----A---?
tramp#NNM??-----A---?	trepka#NNF??-----A---?
trať#NNF??-----A---?	tretra#NNF??-----A---?
trepka#NNF??-----A---?	tretra#NNF??-----A---?
přítrž#NNF??-----A---?	trhat#V????--??-??I??
trnout#V????--??-??I??	trn#NNI??-----A---?
trpaslík#NNM??-----A---?	trnož#NNF??-----A---?
tropy#NNIP?-----A---?	trofej#NNF??-----A---?
tropus#NNI??-----A---?	trofej#NNF??-----A---?
atrofie#NNF??-----A---?	trombóza#NNF??-----A---?
trofej#NNF??-----A---?	tropit#V????--??-??I??
tretra#NNF??-----A---?	trotl#NNM??-----A---?
trumbera#NNM??-----A---?	trouba#NNM??-----A---?
trápit#V????--??-??I??	trpět#V????--??-??I??
trombon#NNI??-----A---?	trumpeta#NNF??-----A---?
tramvaj#NNF??-----A---?	trám#NNI??-----A---?
týt#V???---??-??I??	tuk#NNI??-----A---?
tunel#NNI??-----A---?	tuna#NNF??-----A---?
tulipán#NNI??-----A---?	turban#NNI??-----A---?
totální#AA???----??---?	tutový#AA???----??---?
témbr#NNI??-----A---?	tympán#NNI??-----A---?
typ#NNI??-----A---?	tympán#NNI??-----A---?
výheň#NNF??-----A---?	oheň#NNI??-----A---?
také#Db-------------	též#Db-------------
těsný#AA???----??---?	těsto#NNN??-----A---?
treperenda#NNF??-----A---?	třepat#V????--??-??I??
třást#V????--??-??I??	třepat#V????--??-??I??
střevo#NNN??-----A---?	tříslo#NNN??-----A---?
tonout#V????--??-??I??	tůň#NNF??-----A---?
zdatný#AA???----??---?	udatný#A????----??---?
užovka#NNF??-----A---?	uher#NNI??-----A---?
úhoř#NNM??-----A---?	uher#NNI??-----A---?
ultimátum#NNN??-----A---?	ultra#AAXXX----1A----
unikát#NNI??-----A---?	unie#NNF??-----A---?
univerzální#AA???----??---?	univerzita#NNF??-----A---?
uzance#NNF??-----A---?	úzus#NNI??-----A---?
viklat#V????--??-??I??	vachrlatý#AA???----??---?
vakát#NNI??-----A---?	vakuum#NNN??-----A---?
varianta#NNF??-----A---?	varieté#NNN??-----A---?
vegetarián#NNM??-----A---?	vegetace#NNF??-----A---?
velmi#Db-------------	velký#AA???----??---?
velebit#V????--??-??I??	velký#AA???----??---?
veteš#NNF??-----A---?	vetchý#AA???----??---?
cello#NNN??-----A---?	violoncello#NNN??-----A---?
višeň#NNF??-----A---?	viskózní#AA???----??---?
vitriol#NNI??-----A---?	vitrína#NNF??-----A---?
vitamin#NNI??-----A---?	vitální#AA???----??---?
oblast#NNF??-----A---?	vlast#NNF??-----A---?
vlkodlak#NNM??-----A---?	vlk#NNM??-----A---?
zvláště#Db------------?	vládnout#V????--??-??I??
volán#NNI??-----A---?	volej#NNI??-----A---?
voliéra#NNF??-----A---?	volej#NNI??-----A---?
volejbal#NNI??-----A---?	volej#NNI??-----A---?
vosa#NNF??-----A---?	vosk#NNI??-----A---?
licousy#NNIP?-----A---?	vous#NNI??-----A---?
brak#NNI??-----A---?	vrak#NNI??-----A---?
rapl#NNM??-----A---?	rap#NNI??-----A---?
obora#NNF??-----A---?	vrata#NNNP?-----A---?
vor#NNI??-----A---?	vrata#NNNP?-----A---?
vrtět#V????--??-??I??	vrhnout#V????--??-??P??
vrba#NNF??-----A---?	vrhnout#V????--??-??P??
mrně#NNN??-----A---?	vrnět#V????--??-??I??
roubit#V????--??-??I??	vrnět#V????--??-??I??
vrkat#V????--??-??I??	vrnět#V????--??-??I??
škvrně#NNN??-----A---?	vrnět#V????--??-??I??
vrah#NNM??-----A---?	vrzat#V????--??-??I??
úpět#V????--??-??I??	vábit#V????--??-??I??
bláto#NNN??-----A---?	vápno#NNN??-----A---?
věno#NNN??-----A---?	vést#V????--??-??I??
jeseň#NNF??-----A---?	podvádět#V????--??-??I??
máslo#NNN??-----A---?	veslo#NNN??-----A---?
vichr#NNI??-----A---?	vích#NNI??-----A---?
vilný#AA???----??---?	víla#NNF??-----A---?
vinohrad#NNI??-----A---?	víno#NNN??-----A---?
výt#V????--??-??I??	výskat#V????--??-??I??
zítra#Db-------------	včera#Db-------------
volat#V????--??-??I??	vůl#NNM??-----A---?
velet#V????--??-??I??	volný#N??????????????
kobalt#NNI??-----A---?	wolfram#NNI??-----A---?
nikl#NNI??-----A---?	wolfram#NNI??-----A---?
hrát#V????--??-??I??	yzop#NNI??-----A---?
zmije#NNF??-----A---?	zeman#NNM??-----A---?
řeřavý#AA???----??---?	zerav#NNI??-----A---?
zívat#V????--??-??I??	zet#V???---??-??I??
ďobat#V????--??-??I??	zobat#V????--??-??I??
zoologie#NNF??-----A---?	zodiak#NNI??-----A---?
otava#NNF??-----A---?	zotavit#V????--??-??P??
otylý#AA???----??---?	zotavit#V????--??-??P??
přízrak#NNI??-----A---?	zrak#NNI??-----A---?
zrcadlo#NNN??-----A---?	zrak#NNI??-----A---?
zázrak#NNI??-----A---?	zrak#NNI??-----A---?
zrno#NNN??-----A---?	zrát#V???---??-??I??
zurčet#V????--??-??I??	zunkat#V????--??-??I??
zobat#V????--??-??I??	zábst#V???---??-??I??
násobit#V????--??-??I??	zásoba#NNF??-----A---?
vískat#V????--??-??I??	získat#V????--??-??P??
jitro#NNN??-----A---?	získat#V????--??-??P??
ječmen#NNI??-----A---?	úhel#NNI??-----A---?
vteřina#NNF??-----A---?	úterý#NNN??-----A---?
cizí#AA???----??---?	Čech#NNM??-----A---?
čouhat#V????--??-??I??	čahoun#NNM??-----A---?
frekvence#NNF??-----A---?	častý#AA???----??---?
cuchat#V????--??-??I??	čechrat#V????--??-??I??
Čech#NNM??-----A---?	čeleď#NNF??-----A---?
čmuchat#V????--??-??I??	čenichat#V????--??-??I??
čišet#V????--??-??I??	čich#NNI??-----A---?
čubrnět#V????--??-??I??	čumět#V????--??-??I??
čéška#NNF??-----A---?	číše#NNF??-----A---?
diblík#NNM??-----A---?	čůza#NNF??-----A---?
diabolka#NNF??-----A---?	čůza#NNF??-----A---?
ďas#NNM??-----A---?	čůza#NNF??-----A---?
hafat#V????--??-??I??	ňafat#V????--??-??I??
nimrat#V????--??-??I??	ňouma#NNM??-----A---?
vítěz#NNM??-----A---?	řetěz#NNI??-----A---?
šek#NNI??-----A---?	šach#NNI??-----A----
šašek#NNM??-----A---?	šach#NNI??-----A----
kalamář#NNI??-----A---?	šalmaj#NNF??-----A---?
skanzen#NNI??-----A---?	šance#NNF??-----A---?
šarlatán#NNM??-----A---?	šaráda#NNF??-----A---?
šmejdit#V????--??-??I??	šejdíř#NNM??-----A---?
šeřík#NNI??-----A---?	šerý#AA???----1?---?
šedý#AA???----??---?	šerý#AA???----1?---?
šveholit#V????--??-??I??	ševelit#V????--??-??I??
šibenice#NNF??-----A---?	šibal#NNM??-----A---?
šikovný#AA???----??---?	šik#AAXXX----1A----
chmýří#NNN??-----A---?	šimrat#V????--??-??I??
štědrý#AA???----??---?	šindel#NNI??-----A---?
šuškat#V????--??-??I??	šišlat#V????--??-??I??
žebrat#V????--??-??I??	škemrat#V????--??-??I??
skalp#NNI??-----A---?	šklebit#V????--??-??I??
škeble#NNF??-----A---?	šklebit#V????--??-??I??
škorpion#NNM??-----A---?	škorpit#V????--??-??I??
škrtit#V????--??-??I??	škrtat#V????--??-??I??
skvrna#NNF??-----A---?	škvařit#V????--??-??I??
škvařit#V????--??-??I??	škvor#NNM??-----A---?
škraloup#NNI??-----A---?	škára#NNF??-----A---?
šlágr#NNI??-----A---?	šlak#NNI??-----A---?
šlehat#V????--??-??I??	šlak#NNI??-----A---?
šmátrat#V????--??-??I??	šmatat#V????--??-??I??
fidlat#V????--??-??I??	šmidlat#V????--??-??I??
šmíra#NNF??-----A---?	šminka#NNF??-----A---?
šmajchlovat#V????--??-??I??	šminka#NNF??-----A---?
šofér#NNM??-----A---?	šodó#NNNXX-----A----
kalorie#NNF??-----A---?	šodó#NNNXX-----A----
šourat#V????--??-??I??	šoufl#Db-------------
šoustat#V????--??-??I??	šoufl#Db-------------
šoupat#V????--??-??I??	šoufl#Db-------------
špion#NNM??-----A---?	špehovat#V????--??-??I??
špice#NNF??-----A---?	špejle#NNF??-----A---?
špíz#NNI??-----A---?	špejle#NNF??-----A---?
štóla#NNF??-----A---?	štelovat#V????--??-??I??
škytat#V????--??-??I??	štkát#V???---??-??I??
štok#NNI??-----A---?	štokrle#NNF??-----A---?
štrejchnout#V????--??-??P??	štráchy#NNIP?-----A----
štráchy#NNIP?-----A----	štráf#NNI??-----A---?
šťouchat#V????--??-??I??	štuk#NNI??-----A---?
štika#NNF??-----A---?	štvát#V????--??-??I??
škvíra#NNF??-----A---?	štířit#V????--??-??I??
šustit#V????--??-??I??	šum#NNI??-----A---?
prsť#NNF??-----A---?	pršet#V????--??-??I??
štvát#V????--??-??I??	šus#NNM??-----A---?
junda#NNF??-----A---?	švanda#NNF??-----A---?
šílet#V???---??-??I??	šálit#V????--??-??I??
